Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Malenka,FALSE,4,SH,uni,RHEO,,cool,,18.41,21.80,,,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,,Plecoptera
Margaritiferidae,FALSE,,,,,,warm,,21.57,24.51,,,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,,Other Non-Insect
Marilia,FALSE,,,,,,,Less30,,,,,116514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Marilia,,,,,,Trichoptera
Maruina,FALSE,3,SC,uni,SPEC,,cowa,,19.57,23.32,,,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,,Diptera
Matriella teresa,FALSE,3,CG,uni,RHEO,,cool,,19.08,21.92,,,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,,Ephemeroptera
Megaleuctra,FALSE,,,,,,,,,,,,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,,Plecoptera
Megaloptera,FALSE,,,,,,cowa,,19.53,23.46,,,115000,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,,,,,,,,,,,Megaloptera
Megarcys,FALSE,2,PR,semi,RHEO,,stenoc,,12.96,17.07,steno_cold,,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,,Plecoptera
Menetus,FALSE,4,SC,multi,GENE,,warm,,19.81,24.82,,,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,,Other Non-Insect
Meringodixa,FALSE,3,CG,multi,SPEC,,cool,,17.54,20.31,,,125873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Meringodixa,,,,,,Diptera
Mesenchytraeus,FALSE,,,,,,cold,,15.07,19.71,,,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,,Oligochaeta
Mesobates,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,,Other Non-Insect
Mesocricotopus,FALSE,NA,CG,multi,GENE,,,,,,,,128815,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesocricotopus,,,,,,Chironomidae
Mesosmittia,FALSE,4,CG,multi,GENE,,,,,,,,128818,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesosmittia,,,,,,Chironomidae
Metacnephia,FALSE,1i,CF,uni,HEAD,TRUE,,Less30,,,,,126687,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Metacnephia,,,,,,Diptera
Metriocnemus,FALSE,4,OM,multi,GENE,,eurythermal,,19.06,22.42,,,128821,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Metriocnemus,,,,,,Chironomidae
Micrasema,FALSE,3,CG,semi,RHEO,,cool,,16.69,20.88,,,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Micrasema,,,,,,Trichoptera
Microchironomus,FALSE,,,,,,,Less30,,,,,129532,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microchironomus,,,,,,Chironomidae
Microcylloepus,FALSE,4,CG,semi,RHEO,,stenow,,26.71,28.70,,,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,,Coleoptera
Micropsectra,FALSE,4,CG,multi,GENE,,eurythermal,,17.84,22.56,eurythermal,,129890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,,,,Chironomidae
Microtendipes,FALSE,4,CF,multi,GENE,,warm,,20.41,23.88,,yes,129535,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,,Chironomidae
Microtendipes Pedellus Group,FALSE,4,CF,multi,GENE,,warm,,20.34,24.30,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,,Chironomidae
Microtendipes Rydalensis Group,FALSE,4,CF,multi,GENE,,cowa,,20.55,22.26,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,,Chironomidae
Midea,FALSE,,,,,,,Less30,,,,,83466,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,,Other Non-Insect
Mideopsidae,FALSE,,,,,,eurythermal,,18.81,22.33,,,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,,Other Non-Insect
Mideopsis,FALSE,,,,,,eurythermal,,18.90,22.44,,,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,,Other Non-Insect
Molanna,FALSE,,,,,,,,,,,,116474,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Molannidae,,,,Molanna,,,,,,Trichoptera
Molophilus,FALSE,4,SH,uni,GENE,,,Less30,,,,,120758,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Molophilus,,,,,,Diptera
Momonia,FALSE,,,,,,,,,,,,83474,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Momonia,,,,,,Other Non-Insect
Momoniidae,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,,Other Non-Insect
Monatractides,FALSE,,,,,,cool,,17.84,21.80,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,,Other Non-Insect
Monodiamesa,FALSE,3,CG,multi,GENE,,cool,,16.70,20.42,,,128440,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Monodiamesa,,,,,,Chironomidae
Monopelopia,FALSE,NA,PR,multi,SPEC,TRUE,,Less30,,,,,128199,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Monopelopia,,,,,,Chironomidae
Monophylax mono,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,Monophylax mono,Trichoptera
Moselia,FALSE,2,SH,uni,HEAD,TRUE,cold,,14.61,19.01,cold,,102909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Moselia,,,,,,Plecoptera
Moselyana comosa,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Moselyana,,,,,comosa,Trichoptera
Muscidae,FALSE,4,PR,multi,GENE,,eurythermal,,18.63,23.85,,,150025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Muscidae,,,,,,,,,,Diptera
Musculium,FALSE,,,,,,,Less30,,,,,81427,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Musculium,,,,,,Other Non-Insect
Mystacides,FALSE,4,OM,uni,GENE,,warm,,21.10,25.22,,,116598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,,Trichoptera
Naididae,FALSE,,,,,,warm,,21.12,24.12,,yes,68854,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,,,,,,,,,,Oligochaeta
Naidinae,FALSE,,,,,,warm,,21.13,23.84,,,974284,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,,,,,,,Oligochaeta
Nais,FALSE,,,,,,cowa,,20.81,23.36,,,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,,Oligochaeta
Najadicola,FALSE,,,,,,,Less30,,,,,83101,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,,Other Non-Insect
Namamyia,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Namamyia,,,,,,Trichoptera
Nanocladius,FALSE,5,CG,multi,GENE,,warm,,20.25,25.88,,,128844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Nanocladius,,,,,,Chironomidae
Narpus,FALSE,4,CG,semi,RHEO,,cool,,18.13,21.54,,,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Narpus,,,,,,Coleoptera
Natarsia,FALSE,4,PR,multi,GENE,,cool,,19.31,21.82,,,128070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Natarsiini,,Natarsia,,,,,,Chironomidae
Nautarachna,FALSE,,,,,,cool,,17.68,20.02,,,83326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,,Other Non-Insect
Nautarachnidae,FALSE,,,,,,cool,,17.64,19.96,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,,,,,,,Other Non-Insect
Neaviperla/Suwallia,FALSE,3,,,,,cool,,18.05,21.50,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,Suwalliini,,,,,,,,Plecoptera
Nectoporus,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Nectoporus,,,,,,Coleoptera
Nectopsyche,FALSE,4,OM,uni,GENE,,,Less30,,,,,116651,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,,Trichoptera
Nemata,FALSE,4,PA,uni,SPEC,,eurythermal,,17.82,22.92,,,563956,Animalia,Nemata,,,,,,,,,,,,,,,,,Other Non-Insect
Nematocera,FALSE,,,,,,eurythermal,,18.30,22.93,,,118832,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,,,,,,,,,,,Diptera
Nematomorpha,FALSE,NA,PA,semi,SPEC,,,Less30,,,,,64183,Animalia,Nematomorpha,,,,,,,,,,,,,,,,,Other Non-Insect
Nemotelus,FALSE,NA,CG,UNKN,SPEC,,,Less30,,,,,130694,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Nemotelinae,,,Nemotelus,,,,,,Diptera
Nemouridae,FALSE,4,SH,UNKN,RHEO,,cool,,16.88,21.58,,yes,102517,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,,,,,,,,,,Plecoptera
Neoacarus,FALSE,,,,,,,,,,,,82859,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Neoacarus,,,,,,Other Non-Insect
Neochoroterpes,FALSE,,,,,,,,,,,,568558,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neochoroterpes,,,,,,Ephemeroptera
Neohermes,FALSE,,,,,,,,,,,,115048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Neohermes,,,,,,Megaloptera
Neoleptophlebia/Paraleptophlebia,FALSE,3,CG,uni,DEPO,,eurythermal,,17.66,22.31,eurythermal,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,,Ephemeroptera
Neophylax,FALSE,3,SC,uni,RHEO,,cool,,16.49,21.21,,yes,116046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,,Trichoptera
Neophylax occidentis,FALSE,2,SC,uni,RHEO,,,Less30,,,,,116065,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,occidentis,Trichoptera
Neophylax rickeri,FALSE,3,SC,uni,RHEO,,cowa,,19.16,22.11,,,116054,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,rickeri,Trichoptera
Neophylax splendens,FALSE,3,SC,uni,RHEO,,cool,,17.05,20.45,,,116063,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,splendens,Trichoptera
Neoplasta,FALSE,4,PR,uni,RHEO,,cool,,18.00,21.74,,,136352,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Neoplasta,,,,,,Diptera
Neoporus,FALSE,NA,PR,uni,GENE,,,Less30,,,,,728252,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Neoporus,,,,,,Coleoptera
Neothremma,FALSE,2,SC,semi,RHEO,,stenoc,,12.87,17.81,steno_cold,,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Neothremma,,,,,,Trichoptera
Neotrichia,FALSE,3,SC,multi,RHEO,,,Less30,,,,,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,,Trichoptera
Nerophilus,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,,Trichoptera
Neumania,FALSE,,,,,,,Less30,,,,,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,,Other Non-Insect
Neureclipsis,FALSE,3,PR,uni,GENE,,,Less30,,,,,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,,Trichoptera
Neuroptera,FALSE,,,,,,,Less30,,,,,114999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,,,,,,,,,,,,,Neuroptera
Nilotanypus,FALSE,4,PR,multi,RHEO,,warm,,21.63,25.38,,,128202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,,Chironomidae
Nilothauma,FALSE,NA,CG,multi,GENE,,,Less30,,,,,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,,Chironomidae
Nootkadrilus,FALSE,,,,,,,Less30,,,,,974543,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Phallodrilinae,,,Nootkadrilus,,,,,,Oligochaeta
Ochrotrichia,FALSE,2,PH,multi,RHEO,TRUE,warm,,19.99,27.26,,,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,,Trichoptera
Octogomphus,FALSE,,,,,,cowa,,19.04,21.83,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,,Odonata
Ocybrachypoda,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ocybrachypoda,,,,,,Other Non-Insect
Odonata,FALSE,,,,,,warm,,21.74,25.64,,,101593,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,,,,,,,,,,,,,Odonata
Odontoceridae,FALSE,,,,,,,Less30,,,,,116496,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,,,,,,,,,,Trichoptera
Odontomesa,FALSE,4,CG,multi,RHEO,,cowa,,20.21,22.52,,,128446,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Odontomesa,,,,,,Chironomidae
Odontomyia,FALSE,,,,,,,Less30,,,,,130573,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Odontomyia,,,,,,Diptera
Oecetis,FALSE,4,PR,uni,GENE,,stenow,,25.78,28.29,,,116607,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,,Trichoptera
Oligochaeta,FALSE,4,CG,uni,GENE,,eurythermal,,18.18,23.21,,,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,Oligochaeta
Oligophlebodes,FALSE,2,SC,uni,RHEO,TRUE,cold,,14.32,18.36,,,116039,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Oligophlebodes,,,,,,Trichoptera
Onocosmoecus,FALSE,,,,,,cowa,,19.70,23.48,,,116315,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,,Trichoptera
Ophidonais,FALSE,,,,,,,Less30,,,,,68995,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Ophidonais,,,,,,Oligochaeta
Ophiogomphus,FALSE,3,PR,semi,DEPO,,stenow,,25.25,27.90,,,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,,Odonata
Optioservus,FALSE,4,SC,semi,RHEO,,warm,,21.03,23.97,warm,,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Optioservus,,,,,,Coleoptera
Orconectes,FALSE,,,,,,,,,,,,97421,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,Cambarinae,,,Orconectes,,,,,,Other Non-Insect
Ordobrevia nubifera,FALSE,3,CG,semi,RHEO,TRUE,warm,,20.32,25.22,,,114235,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Ordobrevia,,,,,,Coleoptera
Oregonacarus,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Oregonacarus,,,,,,Other Non-Insect
Oreodytes,FALSE,NA,PR,uni,RHEO,,cool,,18.78,21.86,,,112314,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Oreodytes,,,,,,Coleoptera
Oreogeton,FALSE,2,PR,semi,RHEO,TRUE,stenoc,,12.97,17.67,,,136377,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Oreogetoninae,,,Oreogeton,,,,,,Diptera
Oreoleptis torrenticola,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Oreoleptidae,,,,Oreoleptis,,,,,torrenticola,Diptera
Oribatida,FALSE,4,PR,multi,UNKN,,cool,,16.82,20.42,,,733326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Sarcoptiformes,Oribatida,,,,,,,,,,,,Other Non-Insect
Ormosia,FALSE,4,CG,uni,GENE,,,Less30,,,,,120830,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Ormosia,,,,,,Diptera
Orohermes,FALSE,,,,,,cool,,16.88,19.19,,,115044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Orohermes,,,,,,Megaloptera
Oropuella,FALSE,3,,,,,stenoc,,13.50,17.49,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Oropuella,,,,,,Chironomidae
Orthocladiinae,FALSE,4,CG,multi,GENE,,eurythermal,,17.87,22.97,,yes,128457,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,,Chironomidae
Orthocladius,FALSE,4,CG,multi,GENE,,eurythermal,,17.09,22.57,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,Chironomidae
Orthocladius (Euorthocladius),FALSE,NA,CG,multi,RHEO,,,Less30,,,,,568520,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,Euorthocladius,,,,,Chironomidae
Orthocladius (Mesorthocladius),FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,Mesorthocladius,,,,,Chironomidae
Orthocladius (Orthocladius),FALSE,,,,,,,Less30,,,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,Chironomidae
Orthocladius (Symposiocladius),FALSE,3,UNKN,multi,SPEC,,cold,,17.26,19.73,,,568523,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,Symposiocladius,,,,,Chironomidae
Orthocladius complex,FALSE,4,CG,multi,GENE,,warm,,20.93,25.59,,,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,,Chironomidae
Orthotrichia,FALSE,,,,,,,,,,,,115828,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Orthotrichia,,,,,,Trichoptera
Osobenus yakimae,FALSE,1i,PR,uni,RHEO,TRUE,,,,,,,103184,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Osobenus,,,,,yakimae,Plecoptera
Ostracoda,FALSE,4,CG,multi,GENE,,eurythermal,,17.36,23.11,,,84195,Animalia,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,,,,,,Other Non-Insect
Oxidae,FALSE,,,,,,cool,,17.20,21.30,,,83239,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,,,,,,,Other Non-Insect
Oxus,FALSE,,,,,,cool,,17.07,20.55,,,83244,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,,Other Non-Insect
Oxycera,FALSE,,,,,,,,,,,,130461,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Oxycera,,,,,,Diptera
Oxyethira,FALSE,4,PH,multi,GENE,,warm,,19.70,24.66,,,115779,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Oxyethira,,,,,,Trichoptera
Pacifastacus,FALSE,4,OM,semi,GENE,,warm,,20.31,24.25,,,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,,Other Non-Insect
Pagastia,FALSE,3,CG,multi,GENE,,eurythermal,,16.42,22.15,,,128401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pagastia,,,,,,Chironomidae
Pagastiella,FALSE,NA,CG,multi,GENE,,,Less30,,,,,129561,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,,,,Chironomidae
Palaeagapetus nearcticus,FALSE,1i,MH,uni,SPEC,TRUE,cold,,16.17,19.67,,,115849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Ptilocolepinae,,,Palaegapetus,,,,,,Trichoptera
Panisopsis,FALSE,,,,,,,Less30,,,,,895838,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisopsis,,,,,,Other Non-Insect
Panisus,FALSE,,,,,,,Less30,,,,,895807,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisus,,,,,,Other Non-Insect
Parachaetocladius,FALSE,3,CG,multi,RHEO,,cool,,15.03,21.22,,,128951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parachaetocladius,,,,,,Chironomidae
