TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS
LOPESCLADIUS,Genus,FALSE,4,4_middle,CG,MODNR; OK; MN; Tward; NRSA,"BU,SP",Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,LOPESCLADIUS
LUMBRICULIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR; OK; MN,BU,NE; OK; MN,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,,
LUTROCHUS,Genus,FALSE,3,,SH,MODNR; Tward,SP,OK; MN; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,LUTROCHIDAE,,,LUTROCHUS
LUTROCHUS LATICEPS,Species,FALSE,3,,SH,MODNR; Tward - based on Lutrochus,SP,NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,LUTROCHIDAE,,,LUTROCHUS
LYMNAEIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA,CB,OK; MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,,
MACCAFFERTIUM,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; Tward,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACCAFFERTIUM EXIGUUM,Species,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACCAFFERTIUM MEDIOPUNCTATUM,Species,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACCAFFERTIUM MEXICANUM,Species,FALSE,4,4_middle,SC,NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACCAFFERTIUM MEXICANUM INTEGRUM,Species,FALSE,4,4_middle,SC,NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACCAFFERTIUM PULCHELLUM,Species,FALSE,3,,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACCAFFERTIUM TERMINATUM,Species,FALSE,4,4_worse,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM
MACDUNNOA,Genus,FALSE,,NA,SC,NE; MODNR; MN; Tward,CN,NE; MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACDUNNOA
MACROBDELLA DECORA,Species,FALSE,,NA,PR,NE; MN,SP,NRSA - Hirudinida; others mixed,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,,,MACROBDELLA
MACROMIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,MACROMIA
MACROMIA ILLINOIENSIS,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,MACROMIA
MACROMIA TAENIOLATA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,MACROMIA
MACRONYCHUS,Genus,FALSE,4,4_middle,CG,IA; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,"semi,uni",NRSA,warm,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MACRONYCHUS
MACRONYCHUS GLABRATUS,Species,FALSE,4,4_middle,CG,IA; MODNR; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,"semi,uni",NRSA,warm,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MACRONYCHUS
MAYATRICHIA,Genus,FALSE,4,4_middle,SC,IA; NE; MN; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,MAYATRICHIA
MAYATRICHIA AYAMA,Species,FALSE,4,4_middle,SC,IA; NE; MN; Tward,CN,IA; NE; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,MAYATRICHIA
MEGALOPTERA,Order,FALSE,,NA,PR,OK; MN,NA,,NA,,,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,,,,
MENETUS,Genus,FALSE,4,4_middle,SC,IA; MODNR; OK; MN; NRSA,CB,OK; MN; NRSA,NA,,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,MENETUS
MERRAGATA,Genus,FALSE,,NA,PR,NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HEBRIDAE,,,MERRAGATA
MESOVELIA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"SK,CB",NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,MESOVELIIDAE,,,MESOVELIA
MESOVELIA CRYPTOPHILA,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,SK,MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,MESOVELIIDAE,,,MESOVELIA
MESOVELIA MULSANTI,Species,FALSE,4,4_worse,PR,IA; MN; Tward; NRSA,SK,NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,MESOVELIIDAE,,,MESOVELIA
METACOPINA,Genus,TRUE,,NA,NA,,NA,,NA,,,FALSE,ARTHROPODA,OSTRACODA,,METACOPINA,,,,METACOPINA
METROBATES,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; MN; Tward; NRSA,SK,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,warm,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,METROBATES
MICRACANTHIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; Tward,CB,NE; Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,MICRACANTHIA
MICROCYLLOEPUS,Genus,FALSE,3,,CG,NE; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MICROCYLLOEPUS
MICROCYLLOEPUS PUSILLUS,Species,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MICROCYLLOEPUS
MICROPSECTRA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Tanytarsini,MICROPSECTRA
MICROTENDIPES,Genus,FALSE,3,,CF,MODNR; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,MICROTENDIPES
MICROVELIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,MICROVELIA
MICROVELIA AMERICANA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SK,MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,MICROVELIA
MONOHELEA,Genus,FALSE,,NA,PR,MN; Tward,"BU,SP",Tward; MN,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,MONOHELEA
MONOPELOPIA,Genus,FALSE,,NA,PR,MODNR; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,MONOPELOPIA
MOOREOBDELLA,Genus,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,MOOREOBDELLA
MUSCIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SP,NE; MODNR; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,MUSCIDAE,,,
MUSCULIUM,Genus,FALSE,4,4_middle,CF,IA; NE; OK; MN; NRSA,BU,OK; MN; NRSA,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM
MUSCULIUM PARTUMEIUM,Species,FALSE,4,4_middle,CF,NE; OK; NRSA,BU,NE; NRSA,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM
MUSCULIUM SECURIS,Species,FALSE,4,4_middle,CF,NE; OK; MN; NRSA,BU,NE; MN; NRSA,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM
MUSCULIUM TRANSVERSUM,Species,FALSE,4,4_middle,CF,NE; OK; MN; NRSA,BU,NE; MN; NRSA,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM
MYXOSARGUS,Genus,FALSE,4,4_worse,CG,MODNR; OK,SP,NE; MODNR,NA,,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,MYXOSARGUS
NAIDIDAE,Family,FALSE,4,4_middle,CG,IA; NE; OK; MN,BU,OK; MN,multi,NRSA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,
NAIS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,NE; OK; MN; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,NAIS
NAIS PSEUDOBTUSA,Species,FALSE,4,4_middle,CG,NE; NRSA,BU,NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,NAIS
NAIS VARIABILIS,Species,FALSE,4,4_middle,CG,NE; NRSA,BU,NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,NAIS
NANOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,NANOCLADIUS
NASIAESCHNA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,NASIAESCHNA
NASIAESCHNA PENTACANTHA,Species,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,NASIAESCHNA
NATARSIA,Genus,FALSE,3,,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Natarsiini,NATARSIA
NECTOPSYCHE,Genus,FALSE,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",OK; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE
NECTOPSYCHE CANDIDA,Species,FALSE,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE
NECTOPSYCHE DIARINA,Species,FALSE,4,4_worse,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE
NECTOPSYCHE EXQUISITA,Species,FALSE,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE
NEMATA,Phylum,TRUE,4,4_middle,NA,,BU,NE,NA,,,FALSE,NEMATA,,,,,,,
NEMOTELUS,Genus,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,IA; OK; MN; Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,NEMOTELUS
NEOCHOROTERPES,Genus,FALSE,4,4_better,CG,NE; MODNR; OK; Tward,CN,OK; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,NEOCHOROTERPES
NEOGERRIS,Genus,FALSE,4,4_middle,PR,NE; MN; Tward,SK,NE; MN; Tward,"multi,uni",Tward,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,NEOGERRIS
NEOGERRIS HESIONE,Species,FALSE,4,4_middle,PR,NE; MN; Tward,SK,NE; MN; Tward,"multi,uni",Tward,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,NEOGERRIS
NEOPERLA,Genus,FALSE,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,NEOPERLA
NEOPERLA CLYMENE,Species,FALSE,3,,PR,NE; Tward; NRSA,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,NEOPERLA
NEOPLEA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,NEOPLEA
NEOPLEA STRIOLA,Species,FALSE,4,4_worse,PR,IA; NE; MN; Tward; NRSA,SW,NE; MN; Tward; NRSA,"multi,uni",NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,NEOPLEA
NEOPORUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward;,SW,NE; OK; MN; Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS CLYPEALIS,Species,FALSE,4,4_worse,PR,IA; OK; Tward,SW,Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS DIMIDIATUS,Species,FALSE,4,4_worse,PR,IA; OK; Tward,SW,Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS LECONTEI,Species,FALSE,4,4_worse,PR,OK; Tward,SW,Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS SHERMANI,Species,FALSE,4,4_worse,PR,OK; Tward,SW,Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS TENNETUM,Species,FALSE,4,4_worse,PR,IA; Tward,SW,Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS UNDULATUS,Species,FALSE,4,4_worse,PR,IA; NE; OK; Tward,SW,NE; Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOPORUS VITTATIPENNIS,Species,FALSE,4,4_worse,PR,OK; Tward,SW,Tward,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS
NEOTRICHIA,Genus,FALSE,4,4_middle,SC,MODNR; OK; MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,NEOTRICHIA
NEPA,Genus,FALSE,,NA,PR,IA; NE; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,NEPA
NEPA APICULATA,Species,FALSE,,NA,PR,IA; NE; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,NEPA
NEURECLIPSIS,Genus,FALSE,4,4_middle,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS
NEURECLIPSIS CREPUSCULARIS,Species,FALSE,4,4_middle,CF,OK; MN; Tward; NRSA,CN,Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS
NEUROCORDULIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,NEUROCORDULIA
NEUROCORDULIA MOLESTA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,NEUROCORDULIA
NEUROCORDULIA XANTHOSOMA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,NEUROCORDULIA
NIGRONIA,Genus,FALSE,3,,PR,NE; MODNR; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,NIGRONIA
NILOTANYPUS,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,NILOTANYPUS
NILOTHAUMA,Genus,FALSE,4,4_middle,CG,OK; MN; Tward,BU,MN,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,NILOTHAUMA
NOCTUIDAE,Family,FALSE,,NA,SH,MODNR; OK; MN; NRSA,BU,MODNR; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,NOCTUIDAE,,,
NOTONECTA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"SW,CB",NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA
NOTONECTA IRRORATA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"SW,CB",MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA
NOTONECTA UNDULATA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"SW,CB",MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA
NOTONECTIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,SW,NE; OK; MN,multi,NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,
NYCTIOPHYLAX,Genus,FALSE,4,4_middle,PR,IA; MODNR; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NYCTIOPHYLAX
NYCTIOPHYLAX AFFINIS,Species,FALSE,4,4_middle,PR,Tward; NRSA,CN,Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NYCTIOPHYLAX
OCHROTRICHIA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,"CN,CB",NRSA; Tward; MN; OK; NE,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,OCHROTRICHIA
OCHTHEBIUS,Genus,FALSE,4,4_worse,SC,MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDRAENIDAE,,,OCHTHEBIUS
ODONATA,Order,FALSE,,NA,PR,OK; MN,CB,IA; OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,ODONATA,,,,
ODONTOMYIA,Genus,FALSE,4,4_worse,CG,IA; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,ODONTOMYIA
ODONTOMYIA/HEDRIODISCUS,Genus,FALSE,4,4_worse,CG,NRSA,SP,NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,ODONTOMYIA/HEDRIODISCUS
OECETIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,OECETIS
OLIGOCHAETA,Subclass,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; NRSA,BU,OK; MN,NA,NRSA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,,,,,
OPHIDONAIS SERPENTINA,Species,FALSE,4,4_middle,CG,NE; OK; MN,BU,NE; MN,multi,NRSA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,OPHIDONAIS
OPHIOGOMPHUS,Genus,FALSE,3,,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS
OPHIOGOMPHUS RUPINSULENSIS,Species,FALSE,3,,PR,IA; OK; MN; Tward; NRSA,BU,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS
OPHIOGOMPHUS SEVERUS,Species,FALSE,3,,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS
ORCONECTES,Genus,FALSE,4,4_middle,"CG,SH",IA; MN; NRSA,SP,NE; OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES
ORCONECTES IMMUNIS,Species,FALSE,4,4_middle,"CG,SH",IA; MN; NRSA,SP,NE; NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES
ORCONECTES LUTEUS,Species,FALSE,4,4_middle,"SH,CG",OK; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES
ORCONECTES MACRUS,Species,FALSE,4,4_middle,"SH,CG",OK; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES
ORCONECTES NEGLECTUS,Species,FALSE,4,4_middle,"SH,CG",OK; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES
ORCONECTES VIRILIS,Species,FALSE,4,4_middle,"CG,SH",IA; MN; NRSA,SP,NE; NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES
OREODYTES,Genus,FALSE,4,4_middle,"PR,SH",IA; NE; MODNR; OK; Twardl NRSA; MN,SW,NE; MODNR; OK; MN; Tward; NRSA,semi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,OREODYTES
ORMOSIA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,ORMOSIA
