Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Trichoptera,Lepidostoma cascadense,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma cinereum,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma hoodi,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma hoodi group,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma pluviale,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma Pluviale Group,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma podagrum,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma roafi,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma unicolor,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma unicolor group,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma Unicolor Group,FALSE,yes,best to leave at genus,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma-panel case,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma-panel case larvae,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma-sand case,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostomatidae,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma-turret case,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Lepidostoma-turret case larvae,FALSE,yes,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Trichoptera,Leptoceridae,FALSE,no,,DNI,Leptoceridae,Leptoceridae,DNI,116547,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,,,,,,,,,
Ephemeroptera,Leptohyphidae,FALSE,no,,DNI,Leptohyphidae,Leptohyphidae,DNI,568545,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,,,,,,
Ephemeroptera,Leptophlebia,FALSE,yes,,DNI,Leptophlebiidae,Leptophlebiidae,DNI,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Ephemeroptera,Leptophlebiidae,FALSE,no,,DNI,Leptophlebiidae,Leptophlebiidae,DNI,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Odonata,Lestes,FALSE,no,,DNI,Lestes,Lestes,DNI,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
Odonata,Lestes congener,FALSE,yes,,DNI,Lestes,Lestes,DNI,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
Odonata,Lestes disjunctus,FALSE,yes,,DNI,Lestes,Lestes,DNI,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
Odonata,Lestes dryas,FALSE,yes,,DNI,Lestes,Lestes,DNI,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
Odonata,Lestidae,FALSE,no,,DNI,Lestidae,Lestes,DNI,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,
Heteroptera,Lethocerus,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103699,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,
Heteroptera,Lethocerus americanus,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103699,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Lethocerinae,,,Lethocerus,,,,,
Odonata,Leucorrhinia proxima,FALSE,yes,,DNI,Libellulidae,Libellulidae,DNI,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
Trichoptera,Leucotrichia,FALSE,no,,Leucotrichia,Leucotrichia,Leucotrichia,DNI,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
Trichoptera,Leucotrichia pictipes,FALSE,yes,,Leucotrichia,Leucotrichia,Leucotrichia,DNI,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
Ephemeroptera,Leucrocuta,FALSE,no,,DNI,Leucrocuta,Leucrocuta,DNI,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,
Ephemeroptera,Leucrocuta/Nixe,FALSE,yes,,DNI,Heptageniidae,Heptageniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,
Plecoptera,Leuctra,FALSE,yes,,DNI,Leuctridae,Leuctridae,DNI,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,
Plecoptera,Leuctridae,FALSE,no,,DNI,Leuctridae,Leuctridae,DNI,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,
Odonata,Libellula,FALSE,yes,,DNI,Libellulidae,Libellulidae,DNI,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
Odonata,Libellula forensis,FALSE,yes,,DNI,Libellulidae,Libellulidae,DNI,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
Odonata,Libellulidae,FALSE,no,,DNI,Libellulidae,Libellulidae,DNI,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,
Other Non-Insect,Ligidium,TRUE,NonTarget,Marine?,DNI,DNI,DNI,DNI,93233,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Oniscidea,,Ligiidae,,,,Ligidium,,,,,
Other Non-Insect,Limnactiniidae,FALSE,yes,,Hydra,Hydra,Hydra,DNI,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,
Coleoptera,Limnebius,FALSE,yes,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,
Trichoptera,Limnephilidae,FALSE,no,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Trichoptera,Limnephilidae sp. AJF#01,FALSE,yes,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Trichoptera,Limnephilidae sp. AJF#02,FALSE,yes,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Trichoptera,Limnephilidae sp. AJF#03,FALSE,yes,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Trichoptera,Limnephilinae,FALSE,yes,,DNI,Limnephilidae,Limnephilidae,DNI,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Trichoptera,Limnephiloidea,FALSE,no,TOO COARSE,DNI,Limnephiloidea,Limnephiloidea,DNI,598162,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,
Trichoptera,Limnephilus,FALSE,no,,DNI,Limnephilus,Limnephilus,DNI,116069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,
Other Non-Insect,Limnesia,FALSE,no,,Limnesia,Limnesia,Trombidiformes,Limnesia,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,
Other Non-Insect,Limnesiidae,FALSE,no,,DNI,Limnesiidae,Trombidiformes,DNI,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,
Coleoptera,Limnichidae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Limnichidae,,,,,,,,,
Other Non-Insect,Limnochares,FALSE,no,,DNI,Limnochares,Trombidiformes,DNI,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,
Oligochaeta,Limnodrilus,FALSE,no,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,
Oligochaeta,Limnodrilus hoffmeisteri,FALSE,yes,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,
Diptera,Limnophila,FALSE,yes,,Eloeophila,Eloeophila,Eloeophila,Eloeophila,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Eloeophila,,,,,
Diptera,Limnophila/Dicranophragma/Eloeophila/Euphylidorea/Idioptera,FALSE,yes,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limnophilinae,FALSE,yes,best to leave at family,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,,,,,,
Diptera,Limnophora,FALSE,yes,,Muscidae,Muscidae,Muscidae,Muscidae,150025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Muscidae,,,,,,,,,
Chironomidae,Limnophyes,FALSE,no,,Limnophyes,Limnophyes,Limnophyes,Limnophyes,128776,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Limnophyes,,,,,
Heteroptera,Limnoporus,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Diptera,Limonia,FALSE,yes,,Dicranomyia,Dicranomyia,Dicranomyia,DNI,119705,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Dicranomyia,,,,,
Diptera,Limonia/Dicranomyia/Geranomyia,FALSE,yes,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniidae,FALSE,no,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae,FALSE,yes,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae sp. AJF#01,FALSE,yes,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae sp. AJF#02,FALSE,yes,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae sp. AJF#03,FALSE,yes,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Coleoptera,Liodessus,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Liodessus obscurellus,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Diptera,Lipsothrix,FALSE,no,,DNI,Lipsothrix,Lipsothrix,DNI,120749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Lipsothrix,,,,,
Other Non-Insect,Lirceus,FALSE,no,,DNI,Lirceus,Lirceus,DNI,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,
Other Non-Insect,Lithoglyphidae,FALSE,yes,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,
Other Non-Insect,Ljania,FALSE,no,,DNI,Ljania,Trombidiformes,DNI,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,
Chironomidae,Lopescladius,FALSE,no,,Lopescladius,Lopescladius,Lopescladius,DNI,128811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Lopescladius,,,,,
Terrestrial,Lumbricidae,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Terrestrial,Lumbricina,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Terrestrial,Lumbriculida,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Oligochaeta,Lumbriculidae,FALSE,no,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Oligochaeta,Lumbriculus,FALSE,yes,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Coleoptera,Lutrochus,FALSE,no,,DNI,Lutrochus,Lutrochus,DNI,114037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Lutrochidae,,,,Lutrochus,,,,,
Other Non-Insect,Lymnaea,FALSE,yes,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Other Non-Insect,Lymnaea auricularia,FALSE,yes,This is actually Radix  an invaisive,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Other Non-Insect,Lymnaeidae,FALSE,no,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Ephemeroptera,Maccaffertium,FALSE,no,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium terminatum,FALSE,yes,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium vicarium,FALSE,yes,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium/Stenonema,FALSE,yes,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Odonata,Macromia,FALSE,no,,DNI,Macromia,Macromia,DNI,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,
Odonata,Macromiidae,FALSE,no,,DNI,Macromiidae,Macromiidae,DNI,102019,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,,,,,,
Chironomidae,Macropelopia,FALSE,no,,Macropelopia,Macropelopia,Macropelopia,Macropelopia,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
Chironomidae,Macropelopia decedens,FALSE,yes,,Macropelopia,Macropelopia,Macropelopia,Macropelopia,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
Chironomidae,Macropelopiini,FALSE,no,,DNI,Macropelopiini,Macropelopiini,DNI,128020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,
Heteroptera,Macrovelia,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103991,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,Macrovelia,,,,,
Heteroptera,Macrovelia hornii,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103991,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,Macrovelia,,,,,
Plecoptera,Malenka,FALSE,no,,Malenka,Malenka,Malenka,Malenka,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,
Diptera,Mallochohelea,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Other Non-Insect,Margaritifera,FALSE,yes,,Unionoidea,Margaritiferidae,Margaritiferidae,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,
Other Non-Insect,Margaritifera falcata,FALSE,yes,,Unionoidea,Margaritiferidae,Margaritiferidae,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,
Other Non-Insect,Margaritiferidae,FALSE,no,,Unionoidea,Margaritiferidae,Margaritiferidae,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,
Trichoptera,Marilia,FALSE,no,,DNI,Marilia,Marilia,DNI,116514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Marilia,,,,,
Oligochaeta,Marionina,TRUE,NonTarget,Dubious ID ( known from MN and WI),DNI,DNI,DNI,DNI,68515,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Marionina,,,,,
Diptera,Maruina,FALSE,no,,Maruina,Maruina,Maruina,Maruina,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
Diptera,Maruina lanceolata,FALSE,yes,,Maruina,Maruina,Maruina,Maruina,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
Ephemeroptera,Matriella,FALSE,yes,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,
Ephemeroptera,Matriella teresa,FALSE,no,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,
Terrestrial,Megadrile,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Clitellata,,,,,,,,,,,,,,
Plecoptera,Megaleuctra,FALSE,no,,DNI,Megaleuctra,Megaleuctra,DNI,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,
Megaloptera,Megaloptera,FALSE,no,,DNI,Megaloptera,Megaloptera,DNI,115000,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,,,,,,,,,,
Plecoptera,Megarcys,FALSE,no,,Megarcys,Megarcys,Megarcys,Megarcys,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,
Plecoptera,Megarcys subtruncata,FALSE,yes,,Megarcys,Megarcys,Megarcys,Megarcys,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,
Other Non-Insect,Melanoides,TRUE,NonTarget,"Not Native, more SW ( known from Harney Co. Oregon)",DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Thiaridae,,,,Melanoides,,,,,
Other Non-Insect,Mena,FALSE,yes,,Hydra,Hydra,Hydra,DNI,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,
Other Non-Insect,Menetus,FALSE,no,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Other Non-Insect,Menetus (Micromenetus),FALSE,yes,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Other Non-Insect,Menetus opercularis,FALSE,yes,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
