Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Haplotaxis,FALSE,,DNI,Haplotaxis,Oligochaeta,DNI
Harnischia,FALSE,,DNI,Harnischia,Harnischia,DNI
Harpacticoida,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI
Hayesomyia senata,FALSE,,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Heleniella,FALSE,,Heleniella,Heleniella,Heleniella,Heleniella
Helesius,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Helichus,FALSE,,DNI,Helichus,Helichus,DNI
Helicopsyche,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Helicopsyche borealis,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Helicopsychidae,FALSE,,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche
Helisoma,FALSE,,DNI,Helisoma,Helisoma,DNI
Helisoma anceps,FALSE,,DNI,Helisoma,Helisoma,DNI
Helius,FALSE,,DNI,Helius,Helius,DNI
Helobdella,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Helobdella elongata,FALSE,best to leave at genus,Hirudinida,Helobdella,Helobdella,DNI
Helobdella papillata,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Helobdella stagnalis,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Helobdella stagnalis complex,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Helobdella triserialis,FALSE,,Hirudinida,Helobdella,Helobdella,Hirudinida
Helochares,FALSE,,Hydrophilidae,Helochares,Helochares,Hydrophilidae
Helochares normatus,FALSE,,Hydrophilidae,Helochares,Helochares,Hydrophilidae
Helodon,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon onychodactylum,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon onychodactylum group,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon onychodactylus complex,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helodon/Prosimulium,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Helopelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Helophorus,FALSE,,DNI,Helophorus,Helophorus,DNI
Hemerobiidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Hemerodromia,FALSE,,Hemerodromia,Hemerodromia,Hemerodromia,Hemerodromia
Hemerodromiinae,FALSE,,DNI,Empididae,Empididae,DNI
Hemerodromiini,FALSE,,DNI,Empididae,Empididae,DNI
Hemiptera,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Henlea,FALSE,,DNI,Henlea,Oligochaeta,DNI
Heptagenia,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Heptagenia group,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Heptagenia/Ecdyonurus,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Heptagenia/Nixe,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Heptagenia/Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Heptageniidae,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Here,TRUE,Marine,DNI,DNI,DNI,DNI
Hesperoconopa,FALSE,,Hesperoconopa,Hesperoconopa,Hesperoconopa,Hesperoconopa
Hesperocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Hesperocorixa laevigata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Hesperocorixa vulgaris,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Hesperoperla,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Hesperoperla hoguei,TRUE,no known from OR/WA,DNI,DNI,DNI,DNI
Hesperoperla pacficia,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Hesperoperla pacifica,FALSE,Single Species in Genus in OR/WA,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica,Hesperoperla pacifica
Hesperophylax,FALSE,,DNI,Hesperophylax,Hesperophylax,DNI
Hetaerina,FALSE,,DNI,Hetaerina,Hetaerina,DNI
Heterelmis,FALSE,"This is a valid taxon, but way out of distribution dubious ID or typo?",DNI,Heterelmis,Heterelmis,DNI
Heterlimnius,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heterlimnius corpulentus,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heterlimnius divergens,FALSE,bad genus sp. combo,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heterlimnius koebelei,FALSE,only one species in Genus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus
Heteroceridae,TRUE,"mud loving beetles, riparian at best",DNI,DNI,DNI,DNI
Heterocloeon,FALSE,,DNI,Heterocloeon,Heterocloeon,DNI
Heteroplectron,FALSE,single regional sp.,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum
Heteroplectron californicum,FALSE,sinlge regional sp.,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum,Heteroplectron californicum
Heteropora pacifica,TRUE,"Valid taxon, but typo to Hesperoperla pacifica??",DNI,DNI,DNI,DNI
Heteroptera,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heterosternuta,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Heterosternuta,Heterosternuta,Hydroporinae
Heterotanytarsus,FALSE,,DNI,Heterotanytarsus,Heterotanytarsus,DNI
Heterotrissocladius,FALSE,,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Heterotrissocladius marcidus,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Heterotrissocladius Marcidus Gr.,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Heterotrissocladius marcidus group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Heterotrissocladius marcidus Group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Heterotrissocladius Marcidus Group,FALSE,FORMATTING,Heterotrissocladius,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius
Heterotrissocladius Subpilosus Gr.,FALSE,"dubious ID, known from Artic north and Arctic Europe only backing off to genus",Heterotrissocladius,Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Hexacola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Hexagenia,FALSE,,DNI,Hexagenia,Hexagenia,DNI
Hexagenia limbata,FALSE,,DNI,Hexagenia,Hexagenia,DNI
Hexatoma,FALSE,,Hexatoma,Hexatoma,Hexatoma,Hexatoma
Himalopsyche,FALSE,single species in genus,DNI,Himalopsyche,Himalopsyche,DNI
Himalopsyche phryganea,FALSE,single species in genus,DNI,Himalopsyche,Himalopsyche,DNI
Hirudinea,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Hirudinida,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Hirudinidae,FALSE,,Hirudinida,Hirudinida,Hirudinida,Hirudinida
Holorusia,FALSE,,DNI,Holorusia,Holorusia,DNI
Holorusia hespera,FALSE,,DNI,Holorusia,Holorusia,DNI
Homophylax,FALSE,,DNI,Homophylax,Homophylax,DNI
Homoplectra,FALSE,,DNI,Homoplectra,Homoplectra,DNI
Hornectes quadrimaculatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hyalella,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Hyalella azteca,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Hyalellidae,FALSE,,Hyalella,Hyalella,Hyalella,Hyalella
Hybomitra,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Hydaticus,FALSE,,DNI,Hydaticus,Hydaticus,DNI
Hydaticus auruspex,FALSE,,DNI,Hydaticus,Hydaticus,DNI
Hydatophylax,FALSE,,Hydatophylax,Hydatophylax,Hydatophylax,DNI
Hydatophylax festivus,FALSE,was a Stenophylax but not in western NA,Hydatophylax,Hydatophylax,Hydatophylax,DNI
Hydatophylax hesperus,FALSE,,Hydatophylax,Hydatophylax,Hydatophylax,DNI
Hydra,FALSE,,Hydra,Hydra,Hydra,DNI
Hydracarina,FALSE,,DNI,Acari,Acari,DNI
Hydrachna,FALSE,,DNI,Hydrachna,Trombidiformes,DNI
Hydrachnidae,FALSE,,DNI,Hydrachnidae,Trombidiformes,DNI
Hydraena,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Hydraenidae,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Hydreanidae,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Hydridae,FALSE,,Hydra,Hydra,Hydra,DNI
Hydrobaenus,FALSE,,Hydrobaenus,Hydrobaenus,Hydrobaenus,Hydrobaenus
Hydrobia,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Hydrobiidae,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Hydrobius,FALSE,,Hydrophilidae,Hydrobius,Hydrobius,Hydrophilidae
Hydrochus,FALSE,,Hydrophilidae,Hydrochus,Hydrochus,Hydrophilidae
Hydrodroma,FALSE,,DNI,Hydrodroma,Trombidiformes,DNI
Hydroida,FALSE,,Hydra,Hydra,Hydra,DNI
Hydroperla,FALSE,,DNI,Perlidae,Perlidae,DNI
Hydrophilidae,FALSE,,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae
Hydrophiloidea,FALSE,,DNI,Hydrophiloidea,Hydrophiloidea,DNI
Hydroporinae,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydroporini,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydroporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydropsyche,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche (Hydropsyche),FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche californica,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche occidentalis,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsychidae,FALSE,,DNI,Hydropsychidae,Hydropsychidae,DNI
Hydropsychinae,FALSE,,DNI,Hydropsychidae,Hydropsychidae,DNI
Hydropsychoidea,FALSE,TOO COARSE,DNI,Hydropsychoidea,Hydropsychoidea,DNI
Hydroptila,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila ajax,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila arctia,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila consimilis,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila lenora,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila rono,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptila xera,FALSE,,Hydroptila,Hydroptila,Hydroptila,Hydroptila
Hydroptilidae,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Hydroptilidae sp. AJF#01,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Hydroptilidae sp. AJF#02,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Hydroptilidae sp. RAI # 0001,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Hydrosmittia,FALSE,,DNI,Hydrosmittia,Hydrosmittia,DNI
Hydrotrupes palpalis,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Hydrovatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hydrovolzia,FALSE,,DNI,Hydrovolzia,Trombidiformes,DNI
Hydrovolziidae,FALSE,,DNI,Hydrovolziidae,Trombidiformes,DNI
Hydrozetes,FALSE,,DNI,Oribatida,Acari,DNI
Hydrozoa,FALSE,,Hydra,Hydra,Hydra,DNI
Hydryphantes,FALSE,,DNI,Hydryphantes,Trombidiformes,DNI
Hydryphantidae,FALSE,,DNI,Hydryphantidae,Trombidiformes,DNI
Hygrobates,FALSE,,Hygrobates,Hygrobates,Trombidiformes,Hygrobates
Hygrobatidae,FALSE,,DNI,Hygrobatidae,Trombidiformes,DNI
Hygrotus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hygrotus sayi,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hygrotus tumidiventris,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Hymenoptera,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Idiocera,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Idioptera,TRUE,"subgenus of Limnophila now genus, Limnophila still valid but very different taxon concept translating to family",DNI,Limoniidae,Limoniidae,DNI
Ilybiosoma,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Ilybius,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Ilybius fraterculus,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Ilybius quadrimaculatus,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Ilyodrilus,FALSE,,Tubificinae,Ilyodrilus,Oligochaeta,Tubificinae
Ilyodrilus templetoni,FALSE,,Tubificinae,Ilyodrilus,Oligochaeta,Tubificinae
Insecta,TRUE,TOO COARSE,DNI,DNI,DNI,DNI
Integripalpia,FALSE,TOO COARSE,DNI,Integripalpia,Integripalpia,DNI
Irodes,TRUE,marine?,DNI,DNI,DNI,DNI
Ironodes,FALSE,,Ironodes,Ironodes,Ironodes,Ironodes
Isaea,TRUE,marine,DNI,DNI,DNI,DNI
Ischnura,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Ischnura cervula,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Ischnura perparva,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Isocapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae
Isogenoides,FALSE,,DNI,Isogenoides,Isogenoides,DNI
Isogenoides elongatus,FALSE,,DNI,Isogenoides,Isogenoides,DNI
Isonychia,FALSE,,DNI,Isonychia,Isonychia,DNI
Isonychia velma,FALSE,,DNI,Isonychia,Isonychia,DNI
Isonychiidae,FALSE,,DNI,Isonychia,Isonychia,DNI
Isoperla,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla fulva,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla fusca,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla lata,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla marmorata,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla mormona,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla petersoni,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperla sobria,FALSE,,Isoperla,Isoperla,Isoperla,Isoperla
Isoperlinae,FALSE,,DNI,Perlodidae,Perlodidae,DNI
Isopoda,FALSE,TOO COARSE,DNI,Isopoda,Isopoda,DNI
Isops,TRUE,Sponges excluded,DNI,DNI,DNI,DNI
Iswaeon,FALSE,,DNI,Iswaeon,Iswaeon,DNI
Iswaeon anoka,FALSE,,DNI,Iswaeon,Iswaeon,DNI
Ithytrichia,FALSE,"dubious, closest records CA- mostly SW and eastern",DNI,Ithytrichia,Ithytrichia,DNI
Juga,FALSE,,Juga,Juga,Juga,Juga
Juga (Oreobasis),FALSE,,Juga,Juga,Juga,Juga
Juga bulbosa,FALSE,,Juga,Juga,Juga,Juga
Juga hemphilli,FALSE,,Juga,Juga,Juga,Juga
Juga plicifera,FALSE,,Juga,Juga,Juga,Juga
Juga silicula,FALSE,,Juga,Juga,Juga,Juga
Kathroperla,FALSE,,Kathroperla,Kathroperla,Kathroperla,Kathroperla
Kathroperla perdita,FALSE,,Kathroperla,Kathroperla,Kathroperla,Kathroperla
Kathroperla/Paraperla,FALSE,,DNI,Paraperlinae,Paraperlinae,DNI
Kiefferulus,FALSE,,DNI,Kiefferulus,Kiefferulus,DNI
Kincaidiana,FALSE,,Lumbriculidae,Kincaidiana,Oligochaeta,Lumbriculidae
Kincaidiana hexatheca,FALSE,,Lumbriculidae,Kincaidiana,Oligochaeta,Lumbriculidae
Koenikea,FALSE,,DNI,Koenikea,Trombidiformes,DNI
Kogotus,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Kogotus nonus,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Kogotus/Rickera,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Kongsbergia,FALSE,,DNI,Kongsbergia,Trombidiformes,DNI
Krendowskia,FALSE,,DNI,Krendowskia,Trombidiformes,DNI
Krendowskiidae,FALSE,,DNI,Krendowskiidae,Trombidiformes,DNI
Krenopelopia,FALSE,,DNI,Krenopelopia,Krenopelopia,DNI
Krenopsectra,FALSE,,DNI,Krenopsectra,Krenopsectra,DNI
Krenosmittia,FALSE,,Krenosmittia,Krenosmittia,Krenosmittia,Krenosmittia
Labiobaetis,FALSE,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis
Labiobaetis apache,FALSE,,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis
Labiobaetis propinquus,FALSE,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis
Labiobaetis sonajuventus,FALSE,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis
Labrundinia,FALSE,,DNI,Labrundinia,Labrundinia,DNI
Labrundinia/Nilotanypus,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI
Laccobius,FALSE,,Hydrophilidae,Laccobius,Laccobius,Hydrophilidae
Laccodytes,FALSE,one NA sp. pumilio known from Florida backing off to Family,DNI,Dytiscidae,Dytiscidae,DNI
Laccophilus,FALSE,,DNI,Laccophilus,Laccophilus,DNI
Laccophilus maculosus,FALSE,,DNI,Laccophilus,Laccophilus,DNI
Laccophilus maculosus decipiens,FALSE,,DNI,Laccophilus,Laccophilus,DNI
Laevicaudata,TRUE,"Clam shrimp wetland taxa, INCLUDE??",DNI,DNI,DNI,DNI
Lampyridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Lanx,FALSE,,Lymnaeidae,Lanx,Lanx,Lymnaeidae
Lara,FALSE,,Lara,Lara,Lara,Lara
Lara avara,FALSE,,Lara,Lara,Lara,Lara
Larsia,FALSE,,Larsia,Larsia,Larsia,Larsia
Lauterborniella,FALSE,,DNI,Lauterborniella,Lauterborniella,DNI
Lauterborniella agrayloides,FALSE,,DNI,Lauterborniella,Lauterborniella,DNI
Laversia,FALSE,,DNI,Laversia,Trombidiformes,DNI
Lebertia,FALSE,,Lebertia,Lebertia,Trombidiformes,Lebertia
Lebertiidae,FALSE,,DNI,Lebertiidae,Trombidiformes,DNI
Lenarchus,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Lepania cascada,FALSE,endemic to OR and WA,DNI,Lepania cascada,Lepania cascada,DNI
Lepidonotus,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Lepidoptera,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Lepidostoma,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma (Neodinarthrum),FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma baxea,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma cascadense,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma cinereum,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma hoodi,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma hoodi group,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Hoodi Group,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma pluviale,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Pluviale Group,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma podagrum,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma roafi,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma togatum,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma unicolor,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma unicolor group,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Unicolor Group,FALSE,best to leave at genus,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-panel case,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-panel case larvae,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-sand case,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-spiral case,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostomatidae,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-turret case,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-turret case larvae,FALSE,formatting,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Lepidotoma-panel case larvae,FALSE,formatting and a spelling error,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma
Leptoceridae,FALSE,,DNI,Leptoceridae,Leptoceridae,DNI
Leptohyphidae,FALSE,,DNI,Leptohyphidae,Leptohyphidae,DNI
Leptophlebia,FALSE,,DNI,Leptophlebiidae,Leptophlebiidae,DNI
Leptophlebiidae,FALSE,,DNI,Leptophlebiidae,Leptophlebiidae,DNI
Lestes,FALSE,,DNI,Lestes,Lestes,DNI
Lestes congener,FALSE,,DNI,Lestes,Lestes,DNI
Lestes disjunctus,FALSE,,DNI,Lestes,Lestes,DNI
Lestes dryas,FALSE,,DNI,Lestes,Lestes,DNI
Lestidae,FALSE,,DNI,Lestidae,Lestes,DNI
Lethocerus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Lethocerus americanus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Leucorrhinia proxima,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Leucotrichia,FALSE,,Leucotrichia,Leucotrichia,Leucotrichia,DNI
Leucotrichia pictipes,FALSE,,Leucotrichia,Leucotrichia,Leucotrichia,DNI
Leucrocuta,FALSE,,DNI,Leucrocuta,Leucrocuta,DNI
Leucrocuta/Nixe,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI
Leuctra,FALSE,,DNI,Leuctridae,Leuctridae,DNI
Leuctridae,FALSE,,DNI,Leuctridae,Leuctridae,DNI
Libellula,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Libellula forensis,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Libellulidae,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Ligidium,TRUE,Marine?,DNI,DNI,DNI,DNI
Limnactiniidae,FALSE,,Hydra,Hydra,Hydra,DNI
Limnebius,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Limnephilidae,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Limnephilidae sp. AJF#01,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Limnephilidae sp. AJF#02,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Limnephilidae sp. AJF#03,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Limnephilinae,FALSE,,DNI,Limnephilidae,Limnephilidae,DNI
Limnephiloidea,FALSE,TOO COARSE,DNI,Limnephiloidea,Limnephiloidea,DNI
Limnephilus,FALSE,,DNI,Limnephilus,Limnephilus,DNI
Limnesia,FALSE,,Limnesia,Limnesia,Trombidiformes,Limnesia
Limnesiidae,FALSE,,DNI,Limnesiidae,Trombidiformes,DNI
Limnichidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Limnochares,FALSE,,DNI,Limnochares,Trombidiformes,DNI
Limnodrilus,FALSE,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae
Limnodrilus hoffmeisteri,FALSE,,Tubificinae,Limnodrilus,Oligochaeta,Tubificinae
Limnophila,FALSE,,Eloeophila,Eloeophila,Eloeophila,Eloeophila
Limnophila/Dicranophragma/Eloeophila/Euphylidorea/Idioptera,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Limnophilinae,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI
Limnophora,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae
Limnophyes,FALSE,,Limnophyes,Limnophyes,Limnophyes,Limnophyes
Limnoporus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Limonia,FALSE,,Dicranomyia,Dicranomyia,Dicranomyia,DNI
Limonia/Dicranomyia/Geranomyia,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Limoniidae,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Limoniinae,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Limoniinae sp. AJF#01,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Limoniinae sp. AJF#02,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Limoniinae sp. AJF#03,FALSE,,DNI,Limoniidae,Limoniidae,DNI
Liodessus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
