Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Apobaetis,FALSE,,DNI,Apobaetis,Apobaetis,DNI,Apobaetis,Apobaetis
Apobaetis indeprensus,FALSE,,DNI,Apobaetis,Apobaetis,DNI,Apobaetis,Apobaetis
Apsectrotanypus,FALSE,,DNI,Apsectrotanypus,Apsectrotanypus,DNI,Apsectrotanypus,Apsectrotanypus
Apsectrotanypus johnsoni,FALSE,,DNI,Apsectrotanypus,Apsectrotanypus,DNI,Apsectrotanypus,Apsectrotanypus
Aquarius,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Aquarius nyctalis,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Aquarius remigis,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Arachnida,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Araeopidius monachus,FALSE,,DNI,Araeopidius monachus,Araeopidius monachus,DNI,Araeopidius monachus,Araeopidius monachus
Archilestes,FALSE,,DNI,Archilestes,Archilestes,DNI,Archilestes,Archilestes
Archilestes californica,FALSE,,DNI,Archilestes,Archilestes,DNI,Archilestes,Archilestes
Archilestes grandis,FALSE,,DNI,Archilestes,Archilestes,DNI,Archilestes,Archilestes
Archoophora,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Arcteonais,FALSE,,Naidinae,Arcteonais,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Arcteonais lomondi,FALSE,,DNI,Arcteonais,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Arctoconopa,FALSE,extreme southern range dubius ID,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Arctopsyche,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Arctopsyche californica,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Arctopsyche grandis,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Arctopsyche grandis type 1,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Arctopsyche lagodensis complex,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Arctopsychinae,FALSE,,DNI,Arctopsychinae,Arctopsychinae,DNI,Arctopsychinae,Arctopsychinae
Arctotipula,FALSE,,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Argia,FALSE,,Coenagrionidae,Argia,Argia,Argia,Argia,Argia
Argia emma,FALSE,,Coenagrionidae,Argia,Argia,Argia,Argia,Argia
Argia vivida,FALSE,,Coenagrionidae,Argia,Argia,Argia,Argia,Argia
Argyra,FALSE,,DNI,Dolichopodidae,Dolichopodidae,DNI,Dolichopodidae,Dolichopodidae
Arhynchobdellida,FALSE,,Hirudinida,Arhynchobdellida,Arhynchobdellida,Hirudinida,Arhynchobdellida,Arhynchobdellida
Arrenuridae,FALSE,,DNI,Arrenuridae,Trombidiformes,DNI,Arrenuridae,Arrenuridae
Arrenurus,FALSE,,Arrenurus,Arrenurus,Trombidiformes,Arrenurus,Arrenurus,Arrenurus
Arsapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Ascaphus truei,TRUE,Fish,DNI,DNI,DNI,DNI,DNI,DNI
Asellidae,FALSE,,DNI,Asellidae,Asellidae,DNI,Asellidae,Asellidae
Asellus,FALSE,,DNI,Asellus,Asellus,DNI,Asellus,Asellus
Asioplax,FALSE,,DNI,Asioplax,Asioplax,DNI,Asioplax,Asioplax
Asioplax edmundsi,FALSE,,DNI,Asioplax,Asioplax,DNI,Asioplax,Asioplax
Assia,FALSE,,Nemata,DNI,Assia,Nemata,DNI,DNI
Astacidae,FALSE,,Pacifastacus,Astacidae,Astacidae,Pacifastacus,Pacifastacus,Pacifastacus
Asynarchus,FALSE,unique rare,DNI,Asynarchus,Asynarchus,DNI,Asynarchus,Asynarchus
Athericidae,FALSE,,Atherix,Atherix,Atherix,Atherix,Atherix,Atherix
Atherix,FALSE,,Atherix,Atherix,Atherix,Atherix,Atherix,Atherix
Atherix pachypus,FALSE,,Atherix,Atherix,Atherix,Atherix,Atherix,Atherix
Athienemanniidae,FALSE,,Athienemanniidae,Athienemanniidae,Trombidiformes,DNI,Athienemanniidae,Athienemanniidae
Atractelmis,FALSE,only one species in Genus,DNI,Atractelmis wawona,Atractelmis,DNI,Atractelmis wawona,Atractelmis wawona
Atractelmis wawona,FALSE,only one species in Genus,DNI,Atractelmis wawona,Atractelmis,DNI,Atractelmis wawona,Atractelmis wawona
Atractidae,FALSE,,Atractides,Atractides,Trombidiformes,Atractides,Atractides,Atractides
Atractides,FALSE,,Atractides,Atractides,Trombidiformes,Atractides,Atractides,Atractides
Atrichomelina,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI,Sciomyzidae,Sciomyzidae
Atrichopogon,FALSE,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae
Atrichopogon/Forcipomyia,FALSE,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae
Attenella,FALSE,,DNI,Attenella,Attenella,Attenella,Attenella,Attenella
Attenella delantala,FALSE,,Attenella delantala,Attenella delantala,Attenella delantala,Attenella,Attenella delantala,Attenella delantala
Attenella margarita,FALSE,,Attenella margarita,Attenella margarita,Attenella margarita,Attenella,Attenella margarita,Attenella margarita
Attenella soquele,FALSE,,DNI,Attenella,Attenella,Attenella,Attenella,Attenella
Aturidae,FALSE,,DNI,Aturidae,Trombidiformes,DNI,Aturidae,Aturidae
Aturus,FALSE,,DNI,Aturus,Trombidiformes,DNI,Aturus,Aturus
Atylotus/Tabanus,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Aulodrilus,FALSE,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Aulodrilus pluriseta,FALSE,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Austrolimnophila,FALSE,,DNI,Austrolimnophila,Austrolimnophila,DNI,Austrolimnophila,Austrolimnophila
Babia,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Baetidae,FALSE,,DNI,Baetidae,Baetidae,DNI,Baetidae,Baetidae
Baetis,FALSE,,DNI,Baetis,Baetis,DNI,Baetis,Baetis
Baetis alius,FALSE,,Baetis alius,Baetis alius,Baetis alius,Baetis alius,Baetis alius,Baetis alius
Baetis bicaudatus,FALSE,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex
Baetis bicaudatus complex,FALSE,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex
Baetis flavistriga,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Baetis flavistriga complex,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Baetis Fuscatus Gr.,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Baetis Fuscatus Group,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Baetis notos,FALSE,,Baetis notos,Baetis notos,Baetis notos,Baetis notos,Baetis notos,Baetis notos
Baetis piscatoris,FALSE,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex
Baetis piscatoris complex,FALSE,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex
Baetis Rhodani Gr.,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,Baetis Rhodani Group,Baetis Rhodani Group
Baetis rhodani group,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,Baetis Rhodani Group,Baetis Rhodani Group
Baetis Rhodani Group,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,Baetis Rhodani Group,Baetis Rhodani Group
Baetis tricaudatus,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex
Baetis tricaudatus complex,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex
Baetis tricaudatus Group,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex
Baetisca,FALSE,,DNI,Baetisca,Baetisca,DNI,Baetisca,Baetisca
Baetodes,FALSE,,DNI,Baetodes,Baetodes,DNI,Baetodes,Baetodes
Baetodes tritus,FALSE,,DNI,Baetodes,Baetodes,DNI,Baetodes,Baetodes
Baetopus trishae,TRUE,Dubious ID eastern Taxon,DNI,DNI,DNI,DNI,DNI,DNI
Bandakiopsis,FALSE,,DNI,Bandakiopsis,Trombidiformes,DNI,Bandakiopsis,Bandakiopsis
Banksiola,FALSE,,DNI,Banksiola,Banksiola,DNI,Banksiola,Banksiola
Banksiola crotchi,FALSE,,DNI,Banksiola,Banksiola,DNI,Banksiola,Banksiola
Basommatophora,FALSE,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI,Gastropoda,Gastropoda
Batracobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,Erpobdella,Erpobdella
Bellardina,FALSE,Subgenus of Tipulasemi aquatic,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Belostoma,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Belostoma flumineum,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Belostomatidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Beringotipula,TRUE,meticolous habitats- subgenus of Tipula,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Berosus,FALSE,,Hydrophilidae,Berosus,Berosus,Hydrophilidae,Berosus,Berosus
Bethbilbeckia,FALSE,nomenclature,Macropelopia,Macropelopia,Bethbilbeckia,Macropelopia,Macropelopia,Macropelopia
Bezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Bezzia / Palpomyia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Bezzia/Palpomyia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Bezzia/Palpomyia Group,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Bezzia/Probezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Bibiocephala,FALSE,monotypic,Blephariceridae,Bibiocephala grandis,Bibiocephala,Blephariceridae,Bibiocephala grandis,Bibiocephala grandis
Bibiocephala grandis,FALSE,,Blephariceridae,Bibiocephala grandis,Bibiocephala,Blephariceridae,Bibiocephala grandis,Bibiocephala grandis
Bilyjomyia,FALSE,,DNI,Bilyjomyia,Bilyjomyia,DNI,Bilyjomyia,Bilyjomyia
Bilyjomyia algens,FALSE,only one species in Genus,DNI,Bilyjomyia,Bilyjomyia,DNI,Bilyjomyia,Bilyjomyia
Bisancora,FALSE,,DNI,Bisancora,Bisancora,DNI,Bisancora,Bisancora
Bittacomorpha,FALSE,,DNI,Bittacomorpha,Bittacomorpha,DNI,Bittacomorpha,Bittacomorpha
Bivalvia,FALSE,TOO COARSE,DNI,Bivalvia,Bivalvia,DNI,Bivalvia,Bivalvia
Blepharicera,FALSE,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae,Blepharicera,Blepharicera
Blepharicera ostensackeni,FALSE,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae,Blepharicera,Blepharicera
Blephariceridae,FALSE,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae
Bolshecapnia,FALSE,,Capniidae,Capniidae,Bolshecapnia,Capniidae,Capniidae,Capniidae
Boreochlus,FALSE,,Podonominae,Boreochlus,Boreochlus,Podonominae,Boreochlus,Boreochlus
Boreoheptagyia,FALSE,,Boreoheptagyia,Boreoheptagyia,Boreoheptagyia,DNI,Boreoheptagyia,Boreoheptagyia
Boreonectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Boreonectes,Boreonectes,Hydroporinae,Boreonectes,Boreonectes
Bosmina,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Bothrioneurum,FALSE,,DNI,Bothrioneurum,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Bothrioneurum vejdovskyanum,FALSE,,DNI,Bothrioneurum,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Brachinus americanus,FALSE,"This is a valid taxon, but I wonder if this was supposed to be Brachycentrus americanus??? TYPO?",DNI,DNI,Brachinus americanus,DNI,DNI,DNI
Brachycentridae,FALSE,,DNI,Brachycentridae,Brachycentridae,DNI,Brachycentridae,Brachycentridae
Brachycentrus,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,Brachycentrus,Brachycentrus
Brachycentrus (Oligoplectrum),FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,Brachycentrus,Brachycentrus
Brachycentrus americanus,FALSE,,Brachycentrus americanus,Brachycentrus americanus complex,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus complex,Brachycentrus americanus complex
Brachycentrus americanus complex,FALSE,,Brachycentrus americanus,Brachycentrus americanus complex,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus complex,Brachycentrus americanus complex
Brachycentrus echo,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,Brachycentrus,Brachycentrus
Brachycentrus occidentalis,FALSE,,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,DNI,Brachycentrus occidentalis,Brachycentrus occidentalis
Brachycera,FALSE,,DNI,Brachycera,Brachycera,DNI,Brachycera,Brachycera
Brachycercus,FALSE,,DNI,Brachycercus,Brachycercus,DNI,Brachycercus,Brachycercus
Brachypoda,FALSE,,DNI,Brachypoda,Trombidiformes,DNI,Brachypoda,Brachypoda
Branchiobdella,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,Branchiobdellida,Branchiobdellida
Branchiobdellida,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,Branchiobdellida,Branchiobdellida
Branchiobdellidae,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,Branchiobdellida,Branchiobdellida
Branchiura,FALSE,monotypic,DNI,Branchiura sowerbyi,Oligochaeta,DNI,Oligochaeta,Rhyacodrilinae
Branchiura sowerbyi,FALSE,,DNI,Branchiura sowerbyi,Oligochaeta,DNI,Oligochaeta,Rhyacodrilinae
Bratislavia,FALSE,,DNI,Bratislavia,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Brillia,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brillia Flavifrons Gr.,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brillia parva,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brillia retifinis,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brundiniella,FALSE,,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella
Brundiniella eumorpha,FALSE,,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella
Brychius,FALSE,,Haliplidae,Brychius,Brychius,Haliplidae,Brychius,Brychius
Bryelmis,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Bryelmis rivularis,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Bryelmis siskiyou,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Bryophaenocladius,FALSE,,DNI,Bryophaenocladius,Bryophaenocladius,DNI,Bryophaenocladius,Bryophaenocladius
Bryozoa,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Buenoa,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
C. Barr undescribed,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Caecidae,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Caecidotea,FALSE,,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea
Caecidotea occidentalis,FALSE,,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea
Caenidae,FALSE,,DNI,Caenidae,Caenidae,DNI,Caenidae,Caenidae
Caenis,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis amica,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis latipennis,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis tardata,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis youngi,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caladomyia,FALSE,"in region? Tanytarsini ( neotropical OK,TX, CA)",DNI,Tanytarsini,Tanytarsini,DNI,Tanytarsini,Tanytarsini
Calamoceratidae,FALSE,very likely pupae also very likely Heteroplectron-ss,DNI,Heteroplectron californicum,Heteroplectron californicum,DNI,Heteroplectron californicum,Heteroplectron californicum
Calanoida,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Calasellus,FALSE,Slashed taxon,DNI,Asellidae (subterranean),Calasellus/Salmasellus,DNI,Asellidae (subterranean),Asellidae (subterranean)
Calasellus/Salmasellus,FALSE,Slashed taxon,DNI,Asellidae (subterranean),Calasellus/Salmasellus,DNI,Asellidae (subterranean),Asellidae (subterranean)
Calineuria,FALSE,,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica
Calineuria californica,FALSE,,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica
Callibaetis,FALSE,,Callibaetis,Callibaetis,Callibaetis,DNI,Callibaetis,Callibaetis
Callibaetis fluctuans,FALSE,,Callibaetis,Callibaetis,Callibaetis,DNI,Callibaetis,Callibaetis
Callicorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Callicorixa vulnerata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Calliperla,FALSE,Single Species in Genus,DNI,Calliperla luctuosa,Calliperla,DNI,Calliperla luctuosa,Calliperla luctuosa
Calliperla luctuosa,FALSE,Single Species in Genus,DNI,Calliperla luctuosa,Calliperla,DNI,Calliperla luctuosa,Calliperla luctuosa
Caloparyphus,FALSE,,Stratiomyidae,Caloparyphus,Caloparyphus,DNI,Caloparyphus,Caloparyphus
Caloparyphus/Euparyphus,FALSE,,Stratiomyidae,Stratiomyidae,Stratiomyidae,DNI,Stratiomyidae,Stratiomyidae
Calopterygidae,FALSE,,DNI,Calopterygidae,Calopterygidae,DNI,Calopterygidae,Calopterygidae
Calopteryx,FALSE,,DNI,Calopteryx,Calopteryx,DNI,Calopteryx,Calopteryx
Calopteryx aequabilis,FALSE,,DNI,Calopteryx,Calopteryx,DNI,Calopteryx,Calopteryx
Cambaridae,FALSE,,DNI,Cambaridae,Cambaridae,DNI,Cambaridae,Cambaridae
Camelobaetidius,FALSE,,DNI,Camelobaetidius,Camelobaetidius,DNI,Camelobaetidius,Camelobaetidius
Camelobaetidius warreni,FALSE,,DNI,Camelobaetidius,Camelobaetidius,DNI,Camelobaetidius,Camelobaetidius
Camptocladius,FALSE,found in cow dung,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Canaceidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Canthocamptidae,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Capnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Capnia/Arsapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Capniidae,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Capnura,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Carabidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Cardiocladius,FALSE,,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius
Cardiocladius albiplumus,FALSE,,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius
Cardiocladius obscurus,FALSE,,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius
Cascadoperla,FALSE,Single Species in Genus,DNI,Cascadoperla trictura,Cascadoperla,DNI,Cascadoperla trictura,Cascadoperla trictura
Cascadoperla trictura,FALSE,,DNI,Cascadoperla trictura,Cascadoperla,DNI,Cascadoperla trictura,Cascadoperla trictura
Catenulida,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Caudata,TRUE,Fish,DNI,DNI,DNI,DNI,DNI,DNI
Caudatella,FALSE,,DNI,Caudatella,Caudatella,Caudatella,Caudatella,Caudatella
Caudatella,FALSE,Trailing space after genus Name,DNI,Caudatella,Caudatella,Caudatella,Caudatella,Caudatella
Caudatella cascadia,FALSE,current nomenclature,Caudatella hystrix,Caudatella hystrix,Caudatella hystrix,Caudatella,Caudatella hystrix,Caudatella hystrix
Caudatella edmundsi,FALSE,,DNI,Caudatella edmundsi,Caudatella edmundsi,Caudatella,Caudatella edmundsi,Caudatella edmundsi
Caudatella heterocaudata,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,Caudatella heterocaudata complex
Caudatella heterocaudata complex,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,Caudatella heterocaudata complex
Caudatella heterocaudata group,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,Caudatella heterocaudata complex
Caudatella hystrix,FALSE,,Caudatella hystrix,Caudatella hystrix,Caudatella hystrix,Caudatella,Caudatella hystrix,Caudatella hystrix
Caudatella jacobi,FALSE,,DNI,Caudatella jacobi,Caudatella jacobi,Caudatella,Caudatella jacobi,Caudatella jacobi
Caudatella orestes,FALSE,jr syn of jacobi,DNI,Caudatella jacobi,Caudatella jacobi,Caudatella,Caudatella jacobi,Caudatella jacobi
Cecidomyiidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Cenocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Centroptilum,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum album,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum conturbatum,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum/Procloeon,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Ceraclea,FALSE,,DNI,Ceraclea,Ceraclea,DNI,Ceraclea,Ceraclea
Ceraclea alces,FALSE,,DNI,Ceraclea,Ceraclea,DNI,Ceraclea,Ceraclea
Ceraclea annulicornis,FALSE,,DNI,Ceraclea,Ceraclea,DNI,Ceraclea,Ceraclea
Ceratopogon,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopogon borealis,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopogonidae,FALSE,Too Many unknown Genera,DNI,Ceratopogonidae,Ceratopogonidae,DNI,Ceratopogonidae,Ceratopogonidae
Ceratopogoninae,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopsyche,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche alternans/cockerelli,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche amblis,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche centra,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche cockerelli,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche oslari,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Cercobrachys,FALSE,,DNI,Cercobrachys,Cercobrachys,DNI,Cercobrachys,Cercobrachys
Ceriodaphnia,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Cernosvitoviella,FALSE,,DNI,Cernosvitoviella,Oligochaeta,DNI,Oligochaeta,Enchytraeidae
Chaetocladius,FALSE,,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius
Chaetocladius ligni,FALSE,,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius
Chaetogaster,FALSE,,Naidinae,Chaetogaster,Oligochaeta,Naidinae,Oligochaeta,Naidinae
