Taxon_Group,Taxon_Orig,Rank,NonTarget,Rationale,source_MPCA,source_RedLake,Notes,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety
,Arcteonais lomondi,Species,FALSE,,MN BCG Access db,,,37,Arcteonais lomondi,Oligochaeta,,68976,68975,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Arcteonais,,Arcteonais lomondi,
,Arctiidae,Family,FALSE,,MN BCG Access db,,,1662,Arctiidae,Arctiidae,,117297,117294,Arthropoda,,Insecta,Pterygota,Lepidoptera,,Arctiidae,,,,,,
,Arctopelopia,Genus,FALSE,,MN BCG Access db,,,569,Arctopelopia,Arctopelopia,,128124,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Arctopelopia,,,
,Arctopsyche,Genus,FALSE,,MN BCG Access db,,,1058,Arctopsyche,Arctopsyche,,115529,568763,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Arctopsyche,,,
,Arctopsyche irrorata,Species,FALSE,,MN BCG Access db,,,1059,Arctopsyche irrorata,Arctopsyche,,115533,115529,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Arctopsychinae,,Arctopsyche,,Arctopsyche irrorata,
,Arctopsyche ladogensis,Species,FALSE,,MN BCG Access db,,,1460,Arctopsyche ladogensis,Arctopsyche,,115534,115529,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydropsychidae,Arctopsychinae,,Arctopsyche,,Arctopsyche ladogensis,
,Arctopsychinae,SubFamily,FALSE,,MN BCG Access db,,,1461,Arctopsychinae,Hydropsychidae,,568763,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydropsychidae,Arctopsychinae,,,,,
,Argia,Genus,FALSE,,MN BCG Access db,,,966,Argia,Argia,,102139,102077,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Argia,,,
,Argia moesta,Species,FALSE,,MN BCG Access db,,,967,Argia moesta,Argia,,102146,102139,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Coenagrionidae,,,Argia,,Argia moesta,
,Arigomphus,Genus,FALSE,,MN BCG Access db,,,928,Arigomphus,Arigomphus,,101770,101664,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Arigomphus,,,
,Arrenuridae,Family,FALSE,,MN BCG Access db,,,81,Arrenuridae,Acari,,82862,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Arrenuridae,,,,,,
,Arrenurus,Genus,FALSE,,MN BCG Access db,,,82,Arrenurus,Acari,,82864,82862,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Arrenuridae,,,Arrenurus,,,
,Arrenurus problecornis,Species,FALSE,,MN BCG Access db,,,83,Arrenurus problecornis,Acari,,205791,82864,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Arrenuridae,,,Arrenurus,,Arrenurus problecornis,
,Asellidae,Family,FALSE,,MN BCG Access db,,,1302,Asellidae,Asellidae,,92657,92650,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,,,,
,Asellus,Genus,FALSE,,MN BCG Access db,,,1303,Asellus,Asellus,,92658,92657,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Asellus,,,
,Asioplax,Genus,FALSE,,MN BCG Access db,,,720,Asioplax,Asioplax,,609510,568545,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptohyphidae,,,Asioplax,,,
,Astacidae,Family,FALSE,,MN BCG Access db,,,1298,Astacidae,Astacidae,,97324,97306,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Astacidae,,,,,,
,Asynarchus,Genus,FALSE,,MN BCG Access db,,,1663,Asynarchus,Asynarchus,,116221,568768,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Limnephilinae,Limnephilini,Asynarchus,,,
,Athericidae,Family,FALSE,,MN BCG Access db,,,1804,Athericidae,Athericidae,,130928,130741,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Athericidae,,,,,,
,Atherix,Genus,FALSE,,MN BCG Access db,,,271,Atherix,Atherix,,130929,130928,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Athericidae,,,Atherix,,,
,Atherix lantha,Species,FALSE,,MN BCG Access db,,,272,Atherix lantha,Atherix,,130930,130929,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Athericidae,,,Atherix,,Atherix lantha,
,Atherix variegata,Species,FALSE,,MN BCG Access db,,,273,Atherix variegata,Atherix,,130932,130929,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Athericidae,,,Atherix,,Atherix variegata,
,Atractides,Genus,FALSE,,MN BCG Access db,,,101,Atractides,Acari,,83282,83281,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hygrobatidae,,,Atractides,,,
,Atrichopogon,Genus,FALSE,,MN BCG Access db,,,340,Atrichopogon,Atrichopogon,,127113,127112,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,,Atrichopogon,,,
,Attaneuria,Genus,FALSE,,MN BCG Access db,,,1462,Attaneuria,Attaneuria,,102954,102914,Arthropoda,,Insecta,Pterygota,Plecoptera,,Perlidae,Acroneuriinae,Acroneuriini,Attaneuria,,,
,Attenella,Genus,FALSE,,MN BCG Access db,,,681,Attenella,Attenella,,101338,101232,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Attenella,,,
,Aturidae,Family,FALSE,,MN BCG Access db,,,92,Aturidae,Acari,,82973,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Aturidae,,,,,,
,Aturus,Genus,FALSE,,MN BCG Access db,,,1463,Aturus,Acari,,82974,82973,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Aturidae,,,Aturus,,,
,Atylotus,Genus,FALSE,,MN BCG Access db,,,315,Atylotus,Tabanidae,,131476,131318,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Tabanidae,Tabaninae,Tabanini,Atylotus,,,
,Auleutes,Genus,FALSE,,MN BCG Access db,,,195,Auleutes,Curculionidae,,114875,114666,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Auleutes,,,
,Aulodrilus,Genus,FALSE,,MN BCG Access db,,,50,Aulodrilus,Oligochaeta,,68679,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,,
,Aulodrilus limnobius,Species,FALSE,,MN BCG Access db,,,51,Aulodrilus limnobius,Oligochaeta,,68682,68679,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,Aulodrilus limnobius,
,Aulodrilus pigueti,Species,FALSE,,MN BCG Access db,,,52,Aulodrilus pigueti,Oligochaeta,,68680,68679,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,Aulodrilus pigueti,
,Aulodrilus pluriseta,Species,FALSE,,MN BCG Access db,,,53,Aulodrilus pluriseta,Oligochaeta,,68684,68679,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Aulodrilus,,Aulodrilus pluriseta,
,Axarus,Genus,FALSE,,MN BCG Access db,,,349,Axarus,Axarus,,129236,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Axarus,,,
,Axonopsidae,Family,FALSE,,MN BCG Access db,,,93,Axonopsidae,Acari,,83434,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Axonopsidae,,,,,,
,Baetidae,Family,FALSE,,MN BCG Access db,,,743,Baetidae,Baetidae,,100755,100503,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,,,,
,Baetis,Genus,FALSE,,MN BCG Access db,,,753,Baetis,Baetis,,100800,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,,
,Baetis brunneicolor,Species,FALSE,,MN BCG Access db,,,754,Baetis brunneicolor,Baetis,,100825,100800,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,Baetis brunneicolor,
,Baetis flavistriga,Species,FALSE,,MN BCG Access db,,,755,Baetis flavistriga,Baetis,,100835,100800,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,Baetis flavistriga,
,Baetis intercalaris,Species,FALSE,,MN BCG Access db,,,756,Baetis intercalaris,Baetis,,100808,100800,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,Baetis intercalaris,
,Baetis pluto,Species,FALSE,,MN BCG Access db,,,757,Baetis pluto,Baetis,,100858,100800,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,Baetis pluto,
,Baetis pygmaeus,Species,FALSE,,MN BCG Access db,,,758,Baetis pygmaeus,Baetis,,100861,100800,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,Baetis pygmaeus,
,Baetis tricaudatus,Species,FALSE,,MN BCG Access db,,,759,Baetis tricaudatus,Baetis,,100817,100800,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis,,Baetis tricaudatus,
,Baetis/Fallceon,Genus,FALSE,,MN BCG Access db,,,760,Baetis/Fallceon,Baetidae,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis/Fallceon,,,
,Baetis/Procloeon,Genus,FALSE,,MN BCG Access db,,,761,Baetis/Procloeon,Baetidae,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetis/Procloeon,,,
,Baetisca,Genus,FALSE,,MN BCG Access db,,,664,Baetisca,Baetisca,,101494,101493,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,,
,Baetisca berneri,Species,FALSE,,MN BCG Access db,,,665,Baetisca berneri,Baetisca,,568672,101494,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,Baetisca berneri,
,Baetisca carolina,Species,FALSE,,MN BCG Access db,,,666,Baetisca carolina,Baetisca,,101499,101494,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,Baetisca carolina,
,Baetisca lacustris,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Baetisca lacustris,Baetisca,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,Baetisca lacustris,
,Baetisca rogersi,Species,FALSE,,MN BCG Access db,,,667,Baetisca rogersi,Baetisca,,101506,101494,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,Baetisca rogersi,
,Baetisca rubescens,Species,FALSE,,MN BCG Access db,,,1464,Baetisca rubescens,Baetisca,,101507,101494,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,rubescens,
,Baetiscidae,Family,FALSE,,MN BCG Access db,,,1805,Baetiscidae,Baetiscidae,,101493,609498,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,,,,
,Baetodes,Genus,FALSE,,MN BCG Access db,,,762,Baetodes,Baetodes,,100938,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Baetodes,,,
,Banksiola,Genus,FALSE,,MN BCG Access db,,,1217,Banksiola,Banksiola,,115911,115867,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Banksiola,,,
,Barbaetis,Genus,FALSE,,MN BCG Access db,,,763,Barbaetis,Barbaetis,,568560,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Barbaetis,,,
,Basiaeschna,Genus,FALSE,,MN BCG Access db,,,901,Basiaeschna,Basiaeschna,,101648,101596,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Basiaeschna,,,
,Basiaeschna janata,Species,FALSE,,MN BCG Access db,,,902,Basiaeschna janata,Basiaeschna,,101649,101648,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Basiaeschna,,Basiaeschna janata,
,Batracobdella,Genus,FALSE,,MN BCG Access db,,,14,Batracobdella,Hirudinea,,69358,69357,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,,,Batracobdella,,,
,Beardius,Genus,FALSE,,MN BCG Access db,,,350,Beardius,Beardius,,206657,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Beardius,,,
,Beloneuria,Genus,FALSE,,MN BCG Access db,,,1005,Beloneuria,Beloneuria,,102934,102914,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Beloneuria,,,
,Belostoma,Genus,FALSE,,MN BCG Access db,,,832,Belostoma,Belostomatidae,,103684,103683,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,Belostomatinae,,Belostoma,,,
,Belostoma flumineum,Species,FALSE,,MN BCG Access db,,,1570,Belostoma flumineum,Belostomatidae,,103689,103684,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,Belostomatinae,,Belostoma,,flumineum,
,Belostoma lutarium,Species,FALSE,,MN BCG Access db,,,833,Belostoma lutarium,Belostomatidae,,103687,103684,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,Belostomatinae,,Belostoma,,Belostoma lutarium,
,Belostomatidae,Family,FALSE,,MN BCG Access db,,,830,Belostomatidae,Belostomatidae,,103683,103358,Arthropoda,,Insecta,Pterygota,Hemiptera,,Belostomatidae,,,,,,
,Berosus,Genus,FALSE,,MN BCG Access db,,,245,Berosus,Berosus,,112812,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Berosini,Berosus,,,
,Bethbilbeckia,Genus,FALSE,,MN BCG Access db,,,1514,Bethbilbeckia,Bethbilbeckia,,128020,127994,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Bethbilbeckia,,,
,Bezzia,Genus,FALSE,,MN BCG Access db,,,330,Bezzia,Bezzia,,127778,127774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia,,,
,Bezzia/Palpomyia,Genus,FALSE,,MN BCG Access db,,,331,Bezzia/Palpomyia,Bezzia/Palpomyia,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia/Palpomyia,,,
,Bidessonotus,Genus,FALSE,,MN BCG Access db,,,132,Bidessonotus,Bidessonotus,,112319,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Bidessonotus,,,
,Biomphalaria,Genus,FALSE,,MN BCG Access db,,,1358,Biomphalaria,Biomphalaria,,76636,76591,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Biomphalaria,,,
,Bittacomorpha,Genus,FALSE,,MN BCG Access db,,,616,Bittacomorpha,Ptychopteridae,,125765,125764,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ptychopteridae,Bittacomorphinae,,Bittacomorpha,,,
,Bivalvia,Class,FALSE,,MN BCG Access db,,,1311,Bivalvia,DNI,,79118,69458,Mollusca,,Bivalvia,,,,,,,,,,
,Blepharicera,Genus,FALSE,,MN BCG Access db,,,320,Blepharicera,Blephariceridae,,121255,121229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Blephariceridae,Blepharicerinae,Blepharicerini,Blepharicera,,,
,Blephariceridae,Family,FALSE,,MN BCG Access db,,,319,Blephariceridae,Blephariceridae,,121227,121226,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Blephariceridae,,,,,,
,Bothrioneurum,Genus,FALSE,,MN BCG Access db,,,1777,Bothrioneurum,Oligochaeta,,68778,68585,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Tubificidae,,,Bothrioneurum,,,
,Bothrioneurum vejdovskyanum,Species,FALSE,,MN BCG Access db,,,54,Bothrioneurum vejdovskyanum,Oligochaeta,,68779,68778,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Bothrioneurum,,Bothrioneurum vejdovskyanum,
,Boyeria,Genus,FALSE,,MN BCG Access db,,,903,Boyeria,Boyeria,,101645,101596,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Boyeria,,,
,Boyeria grafiana,Species,FALSE,,MN BCG Access db,,,904,Boyeria grafiana,Boyeria,,101646,101645,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Boyeria,,Boyeria grafiana,
,Boyeria vinosa,Species,FALSE,,MN BCG Access db,,,905,Boyeria vinosa,Boyeria,,101647,101645,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Aeshnidae,,,Boyeria,,Boyeria vinosa,
,Brachycentridae,Family,FALSE,,MN BCG Access db,,,1139,Brachycentridae,Brachycentridae,,116905,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,,,,
,Brachycentrus,Genus,FALSE,,MN BCG Access db,,,1140,Brachycentrus,Brachycentrus,,116906,116905,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,,,
,Brachycentrus americanus,Species,FALSE,,MN BCG Access db,,,1141,Brachycentrus americanus,Brachycentrus,,116912,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Oligoplectrodes),Brachycentrus americanus,
,Brachycentrus appalachia,Species,FALSE,,MN BCG Access db,,,1142,Brachycentrus appalachia,Brachycentrus,,116921,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus appalachia,
,Brachycentrus incanus,Species,FALSE,,MN BCG Access db,,,1143,Brachycentrus incanus,Brachycentrus,,116919,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus incanus,
,Brachycentrus lateralis,Species,FALSE,,MN BCG Access db,,,1144,Brachycentrus lateralis,Brachycentrus,,116914,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus lateralis,
,Brachycentrus nigrosoma,Species,FALSE,,MN BCG Access db,,,1145,Brachycentrus nigrosoma,Brachycentrus,,116916,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Brachycentrus),Brachycentrus nigrosoma,
,Brachycentrus numerosus,Species,FALSE,,MN BCG Access db,,,1146,Brachycentrus numerosus,Brachycentrus,,116910,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus numerosus,
,Brachycentrus occidentalis,Species,FALSE,,MN BCG Access db,,,1629,Brachycentrus occidentalis,Brachycentrus,,116918,116906,Arthropoda,,Insecta,Pterygota,Trichoptera,,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus occidentalis,
,Brachycentrus solomoni,Species,FALSE,,MN BCG Access db,,,1147,Brachycentrus solomoni,Brachycentrus,,604655,598770,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Brachycentridae,,,Brachycentrus,Brachycentrus (Sphinctogaster),Brachycentrus solomoni,
,Brachycera,SubOrder,FALSE,,MN BCG Access db,,,269,Brachycera,Brachycera,,130052,118831,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,,,,,,,
,Brachycercus,Genus,FALSE,,MN BCG Access db,,,671,Brachycercus,Brachycercus,,101468,101467,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Brachycercus,,,
,Brachydeutera,Genus,FALSE,,MN BCG Access db,,,292,Brachydeutera,Ephydridae,,147303,147297,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Parydrinae,Hyadinini,Brachydeutera,,,
,Branchiobdella,Genus,FALSE,,MN BCG Access db,,,1664,Branchiobdella,Hirudinea,,69180,69169,Annelida,,Clitellata,Hirudinea,Branchiobdellida,,Branchiobdellidae,,,Branchiobdella,,,
,Branchiobdellida,Order,FALSE,,MN BCG Access db,,,26,Branchiobdellida,Branchiobdellida,,69168,68422,Annelida,,Clitellata,Oligochaeta,Branchiobdellida,,Cambarincolidae,,,,,,
,Branchiobdellidae,Family,FALSE,,MN BCG Access db,,,23,Branchiobdellidae,Branchiobdellida,,69169,69168,Annelida,,Clitellata,Oligochaeta,Branchiobdellida,,Branchiobdellidae,,,,,,
,Branchiura,Genus,FALSE,,MN BCG Access db,,,55,Branchiura,Oligochaeta,,89404,83677,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Branchiura,,,
,Branchiura sowerbyi,Species,FALSE,,MN BCG Access db,,,56,Branchiura sowerbyi,Oligochaeta,,68621,68619,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Branchiura,,Branchiura sowerbyi,
,Brechmorhoga,Genus,FALSE,,MN BCG Access db,,,948,Brechmorhoga,Brechmorhoga,,101834,101797,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Brechmorhoga,,,
,Brillia,Genus,FALSE,,MN BCG Access db,,,475,Brillia,Brillia,,128477,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Brillia,,,
,Brillia flavifrons,Species,FALSE,,MN BCG Access db,,,476,Brillia flavifrons,Brillia,,128478,128477,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Brillia,,Brillia flavifrons,
,Brillia parva,Species,FALSE,,MN BCG Access db,,,1571,Brillia parva,Brillia,,128481,128477,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Brillia,,Brillia parva,
,Brundiniella,Genus,FALSE,,MN BCG Access db,,,557,Brundiniella,Brundiniella,,128026,128020,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Brundiniella,,,
,Bryophaenocladius,Genus,FALSE,,MN BCG Access db,,,477,Bryophaenocladius,Bryophaenocladius,,128488,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Bryophaenocladius,,,
,Bryophaenocladius/Gymnometriocnemus,Genus,FALSE,,MN BCG Access db,,,478,Bryophaenocladius/Gymnometriocnemus,Bryophaenocladius/Gymnometriocnemus,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Bryophaenocladius/Gymnometriocnemus,,,
,Bryozoa,Phylum,FALSE,,MN BCG Access db,,,1307,Bryozoa,DNI,,155469,,Bryozoa,,,,,,,,,,,,
,Buenoa,Genus,FALSE,,MN BCG Access db,,,1665,Buenoa,Notonectidae,,103583,717623,Arthropoda,,Insecta,Pterygota,Hemiptera,,Notonectidae,Anisopinae,,Buenoa,,,
,Bulimnaea,Genus,FALSE,,MN BCG Access db,,,1666,Bulimnaea,Bulimnaea,,76532,76483,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Bulimnaea,,,
,Bulimnaea megasoma,Species,FALSE,,MN BCG Access db,,,1342,Bulimnaea megasoma,Bulimnaea,,76533,76532,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Bulimnaea,,Bulimnaea megasoma,
,Caecidotea,Genus,FALSE,,MN BCG Access db,,,1304,Caecidotea,Caecidotea,,92686,92657,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,,
,Caecidotea brevicauda,Species,FALSE,,MN BCG Access db,,,1572,Caecidotea brevicauda,Caecidotea,,92687,92686,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,brevicauda,
,Caecidotea communis,Species,FALSE,,MN BCG Access db,,,1465,Caecidotea communis,Caecidotea,,568819,92686,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,communis,
,Caecidotea intermedia,Species,FALSE,,MN BCG Access db,,,1573,Caecidotea intermedia,Caecidotea,,92711,92686,Arthropoda,,Crustacea,,Isopoda,,Asellidae,,,Caecidotea,,Caecidotea intermedia,
,Caecidotea racovitzai,Species,FALSE,,MN BCG Access db,,,1466,Caecidotea racovitzai,Caecidotea,,92692,92686,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,racovitzai,
,Caenidae,Family,FALSE,,MN BCG Access db,,,668,Caenidae,Caenidae,,101467,101459,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,,,,
,Caenis,Genus,FALSE,,MN BCG Access db,,,672,Caenis,Caenis,,101478,101467,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,,
,Caenis anceps,Species,FALSE,,MN BCG Access db,,,673,Caenis anceps,Caenis,,101481,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,Caenis anceps,
,Caenis hilaris,Species,FALSE,,MN BCG Access db,,,674,Caenis hilaris,Caenis,,101486,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,Caenis hilaris,
,Caenis latipennis,Species,FALSE,,MN BCG Access db,,,675,Caenis latipennis,Caenis,,101488,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,Caenis latipennis,
,Caenis macafferti,Species,FALSE,,MN BCG Access db,,,676,Caenis macafferti,Caenis,,568670,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,Caenis macafferti,
,Caenis punctata,Species,FALSE,,MN BCG Access db,,,1467,Caenis punctata,Caenis,,101489,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,punctata,
,Caenis tardata,Species,FALSE,,MN BCG Access db,,,677,Caenis tardata,Caenis,,101479,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,Caenis tardata,
,Caenis youngi,Species,FALSE,,MN BCG Access db,,,678,Caenis youngi,Caenis,,568627,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,Caenis youngi,
