TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,COLD_IA,ColdWaterIndicatorTaxa,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
BRACHYCENTRUS,Genus,FALSE,4,4_middle,CF,CN,,,uni,FALSE,1,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,,Humpless Case Maker Caddisflies,420
BRACHYCENTRUS AMERICANUS,Species,FALSE,,,CF,CN,,,uni,FALSE,1,CF,Filterer,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,AMERICANUS,Humpless Case Maker Caddisflies,679
BRACHYCENTRUS LATERALIS,Species,FALSE,,,CF,CN,,,uni,FALSE,1,CF,Filterer,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,LATERALIS,Humpless Case Maker Caddisflies,684
BRACHYCENTRUS NUMEROSUS,Species,FALSE,4,4_middle,CF,CN,,,uni,FALSE,1,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,NUMEROSUS,Humpless Case Maker Caddisflies,421
BRACHYCENTRUS OCCIDENTALIS,Species,FALSE,3,,CF,CN,,,uni,FALSE,1,CF,Filterer,cn/sp,Clinger/Sprawler,-1,TRUE,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,OCCIDENTALIS,Humpless Case Maker Caddisflies,422
BRACHYCERCUS,Genus,FALSE,4,4_middle,CG,SP,NF,pool,multi,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,BRACHYCERCUS,,Small Squaregill Mayflies,242
BRACHYCERCUS FLAVUS,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,BRACHYCERCUS,FLAVUS,Small Squaregill Mayflies,243
BRANCHIOBDELLIDA,Order,FALSE,4,4_middle,CG,CB,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,BRANCHIOBDELLIDA,,,,,Leeches,484
BRANCHIURA SOWERBYI,Species,FALSE,4,4_middle,CG,CB,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,BRANCHIURA,SOWERBYI,Aquatic Worms,949
BUENOA,Genus,FALSE,4,4_middle,PR,SW,,,"multi,uni",FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,BUENOA,,Backswimmers,990
CAECIDOTEA,Genus,FALSE,4,4_middle,CG,SP,,,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,CAECIDOTEA,,Aquatic Sowbugs,52
CAECIDOTEA INTERMEDIA,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,CAECIDOTEA,INTERMEDIA,Aquatic Sowbugs,53
CAECIDOTEA KENDEIGHI,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,CAECIDOTEA,KENDEIGHI,Aquatic Sowbugs,1098
CAENIDAE,Family,FALSE,4,4_middle,CG,SP,,,multi,FALSE,6.8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,,Small Squaregill Mayflies,241
CAENIS,Genus,FALSE,4,4_middle,CG,SP,,,multi,FALSE,7,CG,Collector/Gatherer,sp/cb,Sprawler/Climber,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,,Small Squaregill Mayflies,244
CAENIS DIMUNTA GROUP,GenusGroup,FALSE,4,4_middle,CG,SP,,,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,,Small Squaregill Mayflies,
CAENIS HILARIS GROUP,GenusGroup,FALSE,4,4_middle,CG,SP,,,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,,Small Squaregill Mayflies,
CAENIS TARDATA,Species,FALSE,4,4_middle,CG,SP,,,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,TARDATA,Small Squaregill Mayflies,551
CALLIBAETIS,Genus,FALSE,4,4_worse,CG,SW,,,multi,FALSE,9,CG,Collector/Gatherer,sw/cn,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,,Small Minnow Mayflies,222
CALLIBAETIS FERRUGINEUS,Species,FALSE,4,4_worse,CG,SW,,,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,FERRUGINEUS,Small Minnow Mayflies,817
CALLIBAETIS FLORIDANUS,Species,FALSE,4,4_worse,CG,SW,,,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,FLORIDANUS,Small Minnow Mayflies,918
CALLIBAETIS FLUCTUANS,Species,FALSE,4,4_worse,CG,SW,,,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,FLUCTUANS,Small Minnow Mayflies,625
CALLIBAETIS PICTUS,Species,FALSE,4,4_worse,CG,SW,,,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,PICTUS,Small Minnow Mayflies,223
CALOPARYPHUS,Genus,FALSE,4,4_worse,CG,SP,,,uni,TRUE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,CALOPARYPHUS,,Soldier Flies,788
CALOPTERYGIDAE,Family,FALSE,4,4_middle,PR,CB,,,NA,FALSE,5.4,PR,Predator,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,,Broadwinged Damselflies,362
CALOPTERYX,Genus,FALSE,4,4_worse,PR,CB,RM,root_mat,uni,FALSE,5,PR,Predator,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,CALOPTERYX,,Broadwinged Damselflies,363
CALOPTERYX MACULATA,Species,FALSE,4,4_worse,PR,CB,,,uni,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,CALOPTERYX,MACULATA,Broadwinged Damselflies,924
CAMBARIDAE,Family,FALSE,4,4_middle,CG,SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,,,Crayfishes,45
CAMBARUS DIOGENES,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,CAMBARUS,DIOGENES,Crayfishes,698
CAMELOBAETIDIUS,Genus,FALSE,4,4_middle,"CG,SH",SW,,,multi,FALSE,4.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CAMELOBAETIDIUS,,Small Minnow Mayflies,969
CAMELOBAETIDIUS WALTZI,Species,FALSE,4,4_middle,"CG,SH",SW,,,multi,FALSE,4.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CAMELOBAETIDIUS,WALTZI,Small Minnow Mayflies,973
CAMELOBAETIDIUS WARRENI,Species,FALSE,4,4_middle,"CG,SH",SW,,,multi,FALSE,4.8,UN,Unidentified,CN/SW,Clinger/Swimmer,0,TRUE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CAMELOBAETIDIUS,WARRENI,Small Minnow Mayflies,1019
CAMPELOMA,Genus,FALSE,,,SC,CB,,,multi,FALSE,6.7,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,ARCHITAENIOGLOSSA,VIVIPARIDAE,,CAMPELOMA,,Viviparidae Snals,1011
CAPNIIDAE,Family,FALSE,3,,SH,SP,,,uni,FALSE,1,SH,Shredder,sp/cn,Sprawler/Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,,,Small Winter Stoneflies,398
CARABIDAE,Family,TRUE,,,,,,,,FALSE,,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,CARABIDAE,,,,Ground Beetles,59
CELINA,Genus,FALSE,,,PR,SW,,,NA,TRUE,5,PR,Predator,sw/dv,Swimmer/Diver,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,CELINA,,Predaceous Diving Beetles,71
CENTROPTILUM,Genus,FALSE,4,4_middle,CG,SW,,,NA,FALSE,2,CG,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,,Small Minnow Mayflies,224
CENTROPTILUM ALBUM,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,2,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,ALBUM,Small Minnow Mayflies,1118
CENTROPTILUM BIFURCATUM,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,BIFURCATUM,Small Minnow Mayflies,812
CENTROPTILUM TRIANGULIFER,Species,FALSE,4,4_middle,CG,NA,,,NA,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,TRIANGULIFER,Small Minnow Mayflies,748
CENTROPTILUM VICTORIAE,Species,FALSE,4,4_middle,CG,SW,,,NA,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,VICTORIAE,Small Minnow Mayflies,718
CERACLEA,Genus,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,cn/sp,Clinger/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,,Longhorned Case Maker Caddisflies,454
CERACLEA ALCES,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,ALCES,Longhorned Case Maker Caddisflies,744
CERACLEA ANCYLUS,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,ANCYLUS,Longhorned Case Maker Caddisflies,897
CERACLEA CANCELLATA,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,CANCELLATA,Longhorned Case Maker Caddisflies,1058
CERACLEA ENODIS,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,ENODIS,Longhorned Case Maker Caddisflies,909
CERACLEA FLAVA,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,FLAVA,Longhorned Case Maker Caddisflies,637
CERACLEA MACULATA,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,MACULATA,Longhorned Case Maker Caddisflies,994
CERACLEA NEFFI,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,NEFFI,Longhorned Case Maker Caddisflies,714
CERACLEA NEPHA,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,NEPHA,Longhorned Case Maker Caddisflies,751
CERACLEA SPONGILLOVORAX,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,SPONGILLOVORAX,Longhorned Case Maker Caddisflies,958
CERACLEA TARSIPUNCTATA,Species,FALSE,4,4_middle,CG,"CN,SP",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,TARSIPUNCTATA,Longhorned Case Maker Caddisflies,915
CERATOPOGON,Genus,FALSE,,,PR,"BU,SP",,,uni,FALSE,6,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,CERATOPOGON,,"Biting Midges, No-See-Ums, Punkies",165
CERATOPOGONIDAE,Family,FALSE,4,4_middle,PR,SP,,,multi,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,,"Biting Midges, No-See-Ums, Punkies",160
CERATOPSYCHE,Genus,FALSE,4,4_middle,CF,CN,,,uni,FALSE,5.2,CF,Filterer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,,Common Netspinner Caddisflies,430
CERATOPSYCHE ALHEDRA,Species,FALSE,4,4_better,CF,CN,,,uni,FALSE,3,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,ALHEDRA,Common Netspinner Caddisflies,431
CERATOPSYCHE ALTERNANS,Species,FALSE,4,4_better,CF,CN,,,uni,FALSE,3,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,ALTERNANS,Common Netspinner Caddisflies,974
CERATOPSYCHE BRONTA,Species,FALSE,4,4_middle,CF,CN,,,uni,FALSE,5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,BRONTA,Common Netspinner Caddisflies,432
CERATOPSYCHE MOROSA,Species,FALSE,4,4_middle,CF,CN,,,uni,FALSE,6,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,MOROSA,Common Netspinner Caddisflies,433
CERATOPSYCHE SLOSSONAE,Species,FALSE,3,,CF,CN,,,uni,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,SLOSSONAE,Common Netspinner Caddisflies,434
CERATOPSYCHE SPARNA,Species,FALSE,3,,CF,CN,,,uni,FALSE,1,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,SPARNA,Common Netspinner Caddisflies,845
CERCOBRACHYS,Genus,FALSE,4,4_middle,CG,SP,,,NA,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CERCOBRACHYS,,Small Squaregill Mayflies,249
CERCOBRACHYS FOX,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,5,CG,Collector/Gatherer,SP,Sprawler,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CERCOBRACHYS,FOX,Small Squaregill Mayflies,1091
CERCOBRACHYS SERPENTIS,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CERCOBRACHYS,SERPENTIS,Small Squaregill Mayflies,602
CHAOBORUS,Genus,FALSE,4,4_middle,PR,SP,NF,pool,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHAOBORIDAE,,CHAOBORUS,,Phantom Midges,802
CHAOBORUS PUNCTIPENNIS,Species,FALSE,4,4_middle,PR,SP,,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHAOBORIDAE,,CHAOBORUS,PUNCTIPENNIS,Phantom Midges,803
CHAULIODES,Genus,FALSE,4,4_middle,PR,CN,,,semi,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,CHAULIODES,,"Dobsonflies, Fishflies, Hellgrammites",347
CHAULIODES PECTINICORNIS,Species,FALSE,4,4_middle,PR,CN,,,semi,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,CHAULIODES,PECTINICORNIS,"Dobsonflies, Fishflies, Hellgrammites",348
CHAULIODES RASTRICORNIS,Species,FALSE,4,4_middle,PR,CN,RM,root_mat,semi,FALSE,4,PR,Predator,cn/cb,Clinger/Climber,0,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,CHAULIODES,RASTRICORNIS,"Dobsonflies, Fishflies, Hellgrammites",349
CHELIFERA/METACHELA,Genus,FALSE,,,PR,"BU,SP",,,NA,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,CHELIFERA/METACHELA,,Dance Flies,686
CHEUMATOPSYCHE,Genus,FALSE,4,4_worse,CF,CN,,,multi,FALSE,5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CHEUMATOPSYCHE,,Common Netspinner Caddisflies,435
CHIMARRA,Genus,FALSE,3,,CF,CN,CS,coarse,uni,FALSE,4,CF,Filterer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,CHIMARRA,,Fingernet Caddisflies,471
CHIMARRA ATERRIMA,Species,FALSE,3,,CF,CN,,,uni,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,CHIMARRA,ATERRIMA,Fingernet Caddisflies,472
CHIMARRA OBSCURA,Species,FALSE,3,,CF,CN,,,uni,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,CHIMARRA,OBSCURA,Fingernet Caddisflies,473
CHIRONOMIDAE,Family,FALSE,4,4_middle,CG,BU,,,"uni,multi",FALSE,6,CG,Collector/Gatherer,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,,,"Non-Biting Midges, Midges",168
CHRYSOMELIDAE,Family,FALSE,,,SH,CN,,,NA,FALSE,,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,CHRYSOMELIDAE,,,,Leaf Beetles,618
CHRYSOPS,Genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,CHRYSOPS,,"Horse Flies, Deer Flies",193
CLIMACIA,Genus,FALSE,3,,PR,CB,,,multi,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,CLIMACIA,,Spongillaflies,354
CLINOCERA,Genus,FALSE,4,4_middle,PR,CN,CS,coarse,uni,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,CLINOCERA,,Dance Flies,719
CLINOHELEA,Genus,FALSE,,,PR,BU,,,NA,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,CLINOHELEA,,"Biting Midges, No-See-Ums, Punkies",960
CLIOPERLA CLIO,Species,FALSE,3,,PR,CN,CS,coarse,uni,FALSE,1,PR,Predator,UN,Unidentified,-1,TRUE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,CLIOPERLA,CLIO,Perlodid Stoneflies,899
CLOEON,Genus,FALSE,,,CG,SW,,,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CLOEON,,Small Minnow Mayflies,793
CNEPHIA,Genus,FALSE,4,4_middle,CF,NA,SG,snag,uni,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,CNEPHIA,,Black Flies,181
COENAGRION,Genus,FALSE,4,4_worse,PR,CB,,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,COENAGRION,,Narrowwinged Damselflies,597
COENAGRION/ENALLAGMA,Genus,FALSE,4,4_worse,PR,CB,,,NA,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,COENAGRION/ENALLAGMA,,Narrowwinged Damselflies,368
COENAGRIONIDAE,Family,FALSE,4,4_worse,PR,CB,,,uni,FALSE,6.8,PR,Predator,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,,Narrowwinged Damselflies,365
COLEOPTERA,Order,FALSE,,,NA,NA,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,,,,,Water beetles,58
COLLEMBOLA,Class,TRUE,4,4_middle,CG,NA,,,NA,FALSE,,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,COLLEMBOLA,,COLLEMBOLA,,,,,"Snow Flies, Springtails",155
COLYMBETES,Genus,FALSE,,,PR,SW,,,uni,TRUE,5,PR,Predator,sw/dv,Swimmer/Diver,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COLYMBETES,,Predaceous Diving Beetles,72
COPELATUS,Genus,FALSE,4,4_middle,PR,SW,,,uni,TRUE,9.1,PI,Piercer,sw/dv,Swimmer/Diver,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COPELATUS,,Predaceous Diving Beetles,73
COPELATUS CHEVROLATI,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,9.1,PR,,UN,,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COPELATUS,CHEVROLATI CHEVROLATI,Predaceous Diving Beetles,639
COPELATUS GLYPHICUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,9.1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COPELATUS,GLYPHICUS,Predaceous Diving Beetles,74
COPTOTOMUS,Genus,FALSE,4,4_middle,PR,SW,,,uni,TRUE,9,PR,Predator,sw/dv,Swimmer/Diver,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COPTOTOMUS,,Predaceous Diving Beetles,75
COPTOTOMUS LONGULUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,9,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COPTOTOMUS,LONGULUS,Predaceous Diving Beetles,867
COPTOTOMUS LOTICUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,9,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,COPTOTOMUS,LOTICUS,Predaceous Diving Beetles,76
CORBICULA,Genus,FALSE,6m,,CF,BU,,,multi,FALSE,6.3,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,CORBICULIDAE,,CORBICULA,,Asian clam,507
CORBICULA FLUMINEA,Species,FALSE,6m,,CF,BU,,,multi,FALSE,6.3,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,CORBICULIDAE,,CORBICULA,FLUMINEA,Asian clam,508
CORDULEGASTER OBLIQUA,Species,FALSE,,,PR,BU,,,semi,FALSE,3,PR,Predator,BU,Burrower,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULEGASTRIDAE,,CORDULEGASTER,OBLIQUA,Spiketails,1088
