TAXON,NonTarget,FFG,Habit,Life_Cycle,Thermal_indicator,Rank,Taxon_Group,Plot_Label,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,GenusGroup_TolAnal,GenusSlash_TolAnal,SubGenus_TolAnal,SpeciesGroup_TolAnal,SpeciesSubGroup_TolAnal,SpeciesComplex _TolAnal,SpeciesSlash_TolAnal,Species_TolAnal
AEDES CINEREUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES CINEREUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,CINEREUS,,,,,,,,AEDES CINEREUS
AEDES COMMUNIS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES COMMUNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,COMMUNIS,,,,,,,,AEDES COMMUNIS
AEDES DECTICUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES DECTICUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,DECTICUS,,,,,,,,AEDES DECTICUS
AEDES DIANTAEUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES DIANTAEUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,DIANTAEUS,,,,,,,,AEDES DIANTAEUS
AEDES DORSALIS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES DORSALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,DORSALIS,,,,,,,,AEDES DORSALIS
AEDES EUEDES,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES EUEDES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,EUEDES,,,,,,,,AEDES EUEDES
AEDES EXCRUCIANS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES EXCRUCIANS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,EXCRUCIANS,,,,,,,,AEDES EXCRUCIANS
AEDES FITCHII,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES FITCHII,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,FITCHII,,,,,,,,AEDES FITCHII
AEDES FLAVESCENS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES FLAVESCENS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,FLAVESCENS,,,,,,,,AEDES FLAVESCENS
AEDES GROSSBECKI,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES GROSSBECKI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,GROSSBECKI,,,,,,,,AEDES GROSSBECKI
AEDES HENDERSONI,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES HENDERSONI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,HENDERSONI,,,,,,,,AEDES HENDERSONI
AEDES IMPLICATUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES IMPLICATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,IMPLICATUS,,,,,,,,AEDES IMPLICATUS
AEDES INTRUDENS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES INTRUDENS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,INTRUDENS,,,,,,,,AEDES INTRUDENS
AEDES PIONIPS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES PIONIPS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,PIONIPS,,,,,,,,AEDES PIONIPS
AEDES PULLATUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES PULLATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,PULLATUS,,,,,,,,AEDES PULLATUS
AEDES PUNCTOR,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES PUNCTOR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,PUNCTOR,,,,,,,,AEDES PUNCTOR
AEDES RIPARIUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES RIPARIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,RIPARIUS,,,,,,,,AEDES RIPARIUS
AEDES SPENCERII,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES SPENCERII,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,SPENCERII,,,,,,,,AEDES SPENCERII
AEDES STICTICUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES STICTICUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,STICTICUS,,,,,,,,AEDES STICTICUS
AEDES STIMULANS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES STIMULANS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,STIMULANS,,,,,,,,AEDES STIMULANS
AEDES TRISERIATUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES TRISERIATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,TRISERIATUS,,,,,,,,AEDES TRISERIATUS
AEDES TRIVITTATUS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES TRIVITTATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,TRIVITTATUS,,,,,,,,AEDES TRIVITTATUS
AEDES VEXANS,FALSE,"CF,CG",SW,,,Species,DIPTERA,CULICIDAE-AEDES VEXANS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,VEXANS,,,,,,,,AEDES VEXANS
AEOLOSOMA,FALSE,NA,NA,,,Genus,OLIGOCHAETA,AEOLOSOMATIDAE-AEOLOSOMA,ANIMALIA,ANNELIDA,,POLYCHAETA,,AELOSOMATIDA,,,AEOLOSOMATIDAE,,,AEOLOSOMA,,,,,,,,,
AEOLOSOMATIDAE,FALSE,NA,NA,,,Family,OTHER NON-INSECT,POLYCHAETA-AEOLOSOMATIDAE,ANIMALIA,ANNELIDA,,POLYCHAETA,,AELOSOMATIDA,,,AEOLOSOMATIDAE,,,,,,,,,,,,
AESHNA CANADENSIS,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA CANADENSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,CANADENSIS,,AESHNA/RHIONOAESHNA,,,,,,AESHNA CANADENSIS
AESHNA CLEPSYDRA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA CLEPSYDRA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,CLEPSYDRA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA CLEPSYDRA
AESHNA CONSTRICTA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA CONSTRICTA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,CONSTRICTA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA CONSTRICTA
AESHNA EREMITA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA EREMITA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,EREMITA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA EREMITA
AESHNA INTERRUPTA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA INTERRUPTA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,INTERRUPTA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA INTERRUPTA
AESHNA JUNCEA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA JUNCEA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,JUNCEA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA JUNCEA
AESHNA SITCHENSIS,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA SITCHENSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,SITCHENSIS,,AESHNA/RHIONOAESHNA,,,,,,AESHNA SITCHENSIS
AESHNA SUBARCTICA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA SUBARCTICA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,SUBARCTICA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA SUBARCTICA
AESHNA TUBERCULIFERA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA TUBERCULIFERA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,TUBERCULIFERA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA TUBERCULIFERA
AESHNA UMBROSA,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA UMBROSA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,UMBROSA,,AESHNA/RHIONOAESHNA,,,,,,AESHNA UMBROSA
AESHNA VERTICALIS,FALSE,PR,CB,,,Species,ODONATA,AESHNIDAE-AESHNA VERTICALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,AESHNA,VERTICALIS,,AESHNA/RHIONOAESHNA,,,,,,AESHNA VERTICALIS
AESHNA/RHIONOAESHNA,FALSE,PR,CB,,,Genus slash,ODONATA,AESHNIDAE-AESHNA/RHIONOAESHNA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,,,,AESHNA/RHIONOAESHNA,,,,,,
AESHNIDAE,FALSE,PR,"CB,CN",semi,,Family,ODONATA,AESHNIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,,,,,,,,,,
AFGHANURUS,FALSE,NA,NA,,,Genus,EPHEMEROPTERA,HEPTAGENIIDAE-AFGHANURUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,AFGHANURUS,,,,,,,,,
AFGHANURUS PERFIDA,FALSE,NA,NA,,,Species,EPHEMEROPTERA,HEPTAGENIIDAE-AFGHANURUS PERFIDA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,AFGHANURUS,PERFIDA,,,,,,,,AFGHANURUS PERFIDA
AGABETES,FALSE,PR,SW,uni,,Genus,COLEOPTERA,DYTISCIDAE-AGABETES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,LACCOPHILINAE,AGABETINI,AGABETES,,,,,,,,,
AGABETES ACUDUCTUS,FALSE,PR,SW,,,Species,COLEOPTERA,DYTISCIDAE-AGABETES ACUDUCTUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,LACCOPHILINAE,AGABETINI,AGABETES,ACUDUCTUS,,,,,,,,AGABETES ACUDUCTUS
AGABINAE,FALSE,PR,"SW,CB",uni,,Subfamily,COLEOPTERA,DYTISCIDAE-AGABINAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,,,,,,,,,,,
AGABINUS,FALSE,PR,SW,uni,,Genus,COLEOPTERA,DYTISCIDAE-AGABINUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABINUS,,,,,,,,,
AGABUS,FALSE,PR,SW,uni,,Genus,COLEOPTERA,DYTISCIDAE-AGABUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,
AGABUS AERUGINOSUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS AERUGINOSUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,AERUGINOSUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS AERUGINOSUS
AGABUS AJAX,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS AJAX,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,AJAX,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS AJAX
AGABUS AMBIGUUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS AMBIGUUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,AMBIGUUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS AMBIGUUS
AGABUS ANTENNATUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS ANTENNATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,ANTENNATUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS ANTENNATUS
AGABUS ANTHRACINUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS ANTHRACINUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,ANTHRACINUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS ANTHRACINUS
AGABUS BICOLOR,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS BICOLOR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,BICOLOR,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS BICOLOR
AGABUS BIFARIUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS BIFARIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,BIFARIUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS BIFARIUS
AGABUS CANADENSIS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS CANADENSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,CANADENSIS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS CANADENSIS
AGABUS CONFINIS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS CONFINIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,CONFINIS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS CONFINIS
AGABUS DISCOLOR,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS DISCOLOR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,DISCOLOR,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS DISCOLOR
AGABUS DISINTEGRATUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS DISINTEGRATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,DISINTEGRATUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS DISINTEGRATUS
AGABUS ERYTROPTERUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS ERYTROPTERUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,ERYTROPTERUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS ERYTROPTERUS
AGABUS FALLI,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS FALLI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,FALLI,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS FALLI
AGABUS FUSCIPENNIS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS FUSCIPENNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,FUSCIPENNIS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS FUSCIPENNIS
AGABUS IMMATURUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS IMMATURUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,IMMATURUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS IMMATURUS
AGABUS INSCRIPTUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS INSCRIPTUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,INSCRIPTUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS INSCRIPTUS
AGABUS LEPTAPSIS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS LEPTAPSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,LEPTAPSIS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS LEPTAPSIS
AGABUS PHAEOPTERUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS PHAEOPTERUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,PHAEOPTERUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS PHAEOPTERUS
AGABUS PUNCTULATUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS PUNCTULATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,PUNCTULATUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS PUNCTULATUS
AGABUS SEMIPUNCTATUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS SEMIPUNCTATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,SEMIPUNCTATUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS SEMIPUNCTATUS
AGABUS SUBFUSCATUS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS SUBFUSCATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,SUBFUSCATUS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS SUBFUSCATUS
AGABUS THOMSONI,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS THOMSONI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,THOMSONI,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS THOMSONI
AGABUS TRISTIS,FALSE,PR,SW,uni,,Species,COLEOPTERA,DYTISCIDAE-AGABUS TRISTIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,AGABUS,TRISTIS,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,AGABUS TRISTIS
AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,FALSE,PR,SW,uni,,Genus slash,COLEOPTERA,DYTISCIDAE-AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,,,,AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,,,,,,
AGAPETUS,FALSE,SC,CN,uni,,Genus,TRICHOPTERA,GLOSSOSOMATIDAE-AGAPETUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,AGAPETUS,,,,,,,,,
AGAPETUS AVITUS,FALSE,SC,CN,uni,,Species,TRICHOPTERA,GLOSSOSOMATIDAE-AGAPETUS AVITUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,AGAPETUS,AVITUS,,,,,,,,AGAPETUS AVITUS
AGAPETUS HESSI,FALSE,SC,CN,uni,,Species,TRICHOPTERA,GLOSSOSOMATIDAE-AGAPETUS HESSI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,AGAPETUS,HESSI,,,,,,,,AGAPETUS HESSI
AGAPETUS ROSSI,FALSE,SC,CN,uni,,Species,TRICHOPTERA,GLOSSOSOMATIDAE-AGAPETUS ROSSI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,AGAPETUS,ROSSI,,,,,,,,AGAPETUS ROSSI
AGAPETUS TOMUS,FALSE,SC,CN,uni,,Species,TRICHOPTERA,GLOSSOSOMATIDAE-AGAPETUS TOMUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,AGAPETUS,TOMUS,,,,,,,,AGAPETUS TOMUS
AGARODES,FALSE,SH,SP,,,Genus,TRICHOPTERA,SERICOSTOMATIDAE-AGARODES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,SERICOSTOMATIDAE,,,AGARODES,,,,,,,,,
