Taxon_Orig,OTU_TolAnal_v1,OTU_Regional_2025,Monotypic,Notes
Allocladius,ALLOCLADIUS,ALLOCLADIUS,,
ALLOGNOSTA,ALLOGNOSTA,ALLOGNOSTA,,ID IS TOUGH
Allognosta sp,ALLOGNOSTA,ALLOGNOSTA,,ID IS TOUGH
Allonais,ALLONAIS,ALLONAIS,,GENUS SHOULD BE FUTURE TARGET UNTIL BETTER PRECISION ACHIEVED
Allonais pectinata,ALLONAIS PECTINATA,ALLONAIS,,GENUS SHOULD BE FUTURE TARGET UNTIL BETTER PRECISION ACHIEVED
ALLOPERLA,ALLOPERLA,ALLOPERLA,,KEYS INCOMPLETE
ALLOPERLA ATLANTICA,ALLOPERLA,ALLOPERLA,,KEYS INCOMPLETE
ALLOPERLA BANKSI,ALLOPERLA,ALLOPERLA,,KEYS INCOMPLETE
ALLOPERLA LEONARDA,ALLOPERLA,ALLOPERLA,,KEYS INCOMPLETE
Alloperla sp,ALLOPERLA,ALLOPERLA,,KEYS INCOMPLETE
Alloperla sp.,ALLOPERLA,ALLOPERLA,,KEYS INCOMPLETE
Alloperla usa,ALLOPERLA USA,ALLOPERLA,,KEYS INCOMPLETE
Alluadomyia sp.,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae unknown
ALLUAUDOMYIA,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae unknown
ALLUAUDOMYIA BELLA,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae unknown
ALLUAUDOMYIA MEGAPARAMERA,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae unknown
ALLUAUDOMYIA NEEDHAMI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae unknown
ALLUAUDOMYIA WIRTHI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae unknown
ALMYRACUMA,DNI,DNI,,
ALOTANYPUS,ALOTANYPUS,ALOTANYPUS,,
Alotanypus aris,ALOTANYPUS ARIS,ALOTANYPUS,,
Alotanypus venustus,ALOTANYPUS VENUSTUS,ALOTANYPUS,,western?
Altica sp. (terrestrial flea beetle),DNI,DNI,,
AMBLEMA,DNI,AMBLEMA,,MUSSEL
AMBLEMA COSTATA,DNI,AMBLEMA COSTATA,,MUSSEL
Amblema plicata,DNI,AMBLEMA PLICATA,,MUSSEL
AMBLEMA RARIPLICATA,DNI,AMBLEMA RARIPLICATA,,MUSSEL
Ambleminae,DNI,AMBLEMINAE,,MUSSEL
Ambloplites rupestris,DNI,DNI,,
Ambloplites ruprestris(Refinesque),DNI,DNI,,
Ambrysus,AMBRYSUS,AMBRYSUS,,
AMELETIDAE,AMELETUS,AMELETUS,,KEYS INCOMPLETE
AMELETIDAE_NRSA,AMELETUS,AMELETUS,,KEYS INCOMPLETE
AMELETUS,AMELETUS,AMELETUS,,KEYS INCOMPLETE
Ameletus lineatus,AMELETUS,AMELETUS,,KEYS INCOMPLETE
Ameletus sp,AMELETUS,AMELETUS,,KEYS INCOMPLETE
Ameletus sp.,AMELETUS,AMELETUS,,KEYS INCOMPLETE
AMELETUS SUBNOTATUS,AMELETUS,AMELETUS,,KEYS INCOMPLETE
AMELETUS WALLEYI,AMELETUS,AMELETUS,,KEYS INCOMPLETE
Amercaenis,AMERCAENIS RIDENS,AMERCAENIS RIDENS,NEARCTIC,
Amercaenis ridens,AMERCAENIS RIDENS,AMERCAENIS RIDENS,NEARCTIC,
americanus,AMERCAENIS RIDENS,AMERCAENIS RIDENS,NEARCTIC,
Ametropodidae,AMETROPUS,AMETROPUS,,
AMETROPUS,AMETROPUS,AMETROPUS,,
AMETROPUS NEAVEI,AMETROPUS,AMETROPUS,,JR. SYN. OF A.FRAGILIS
AMNICOLA,AMNICOLA,TRUNCATELLOIDEA,,
Amnicola limnosa,AMNICOLA,TRUNCATELLOIDEA,,
AMNICOLA LIMOSA,AMNICOLA,TRUNCATELLOIDEA,,
Amnicola limosus,AMNICOLA,TRUNCATELLOIDEA,,
Amnicola limosus limosus,AMNICOLA,TRUNCATELLOIDEA,,
Amnicolidae,AMNICOLIDAE,TRUNCATELLOIDEA,,
Amphiagrion,AMPHIAGRION,AMPHIAGRION,,
Amphiagrion saucium,AMPHIAGRION SAUCIUM,AMPHIAGRION,,
Amphiagrion saucium (Burmeister),AMPHIAGRION SAUCIUM,AMPHIAGRION,,
AMPHICHAETA,AMPHICHAETA,AMPHICHAETA,,
AMPHICHAETA AMERICANA,AMPHICHAETA AMERICANA,AMPHICHAETA,,
AMPHICHAETA LEYDIGI,AMPHICHAETA LEYDIGI,AMPHICHAETA,,
Amphicosmoecus,DNI,AMPHICOSMOECUS CANAX,NEARCTIC,NOT KNOWN FROM REGION 5
AMPHICOSMOECUS CANAX,DNI,AMPHICOSMOECUS CANAX,NEARCTIC,NOT KNOWN FROM REGION 5
AMPHINEMURA,AMPHINEMURA,AMPHINEMURA,,
Amphinemura delosa,AMPHINEMURA DELOSA,AMPHINEMURA DELOSA,,
Amphinemura delosa/varshava,AMPHINEMURA,AMPHINEMURA,,
AMPHINEMURA DELOSA/VARSHAVA DIMICK UNPUBL.,AMPHINEMURA,AMPHINEMURA,,
AMPHINEMURA LINDA,AMPHINEMURA PALMENI,AMPHINEMURA PALMENI,,JR. SYN OF PALMENI
Amphinemura nigritta,AMPHINEMURA NIGRITTA,AMPHINEMURA NIGRITTA,,
AMPHINEMURA PALMENI,AMPHINEMURA PALMENI,AMPHINEMURA PALMENI,,
Amphinemura sp,AMPHINEMURA,AMPHINEMURA,,
Amphinemura sp.,AMPHINEMURA,AMPHINEMURA,,
AMPHINEMURA VARSHAVA,AMPHINEMURA VARSHAVA,AMPHINEMURA,,NEED ADULT RECORDS
Amphinemura wui,AMPHINEMURA WUI,AMPHINEMURA WUI,,NEED ADULT RECORDS
AMPHIPODA,DNI,AMPHIPODA,,
Amphipoda (scuds),DNI,AMPHIPODA,,
Amphizoa,DNI,AMPHIZOA,,
Ampullariidae,AMPULLARIIDAE,POMACEA,,"ONE NATIVE , LOTS OF EXOTICS"
Anabolia,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia bimaculata,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia bimaculatus,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
ANABOLIA CONSOCIA,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
ANABOLIA OZBURNI,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
ANABOLIA SORDIDA,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia sp,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia sp (bimaculata),ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia sp.,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia sp. (bimaculata (Walker)),ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
Anabolia sp. sp.,ANABOLIA,ANABOLIA,,KEYS INCOMPLETE
ANACAENA,ANACAENA,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena libata (F.),ANACAENA LIMBATA,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena limbata,ANACAENA LIMBATA,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena limbata (Fabricius),ANACAENA LIMBATA,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena lutescens,ANACAENA LUTESCENS,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena lutescens (Stephens),ANACAENA LUTESCENS,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena sp,ANACAENA,ANACAENA,,GENUS LEVEL IDS DIFFICULT
Anacaena sp.,ANACAENA,ANACAENA,,GENUS LEVEL IDS DIFFICULT
ANACAENA SUTURALIS,ANACAENA SUTURALIS,ANACAENA,,GENUS LEVEL IDS DIFFICULT
ANAFROPTILUM,ANAFROPTILUM,ANAFROPTILUM,,
Anafroptilum album,ANAFROPTILUM ALBUM,ANAFROPTILUM,,
ANAFROPTILUM MINOR,ANAFROPTILUM MINOR,ANAFROPTILUM MINOR,,
Anafroptilum minor group sp 1,ANAFROPTILUM MINOR,ANAFROPTILUM MINOR,,
Anafroptilum minor group sp 2,ANAFROPTILUM MINOR,ANAFROPTILUM MINOR,,
Anafroptilum sp,ANAFROPTILUM,ANAFROPTILUM,,
Anafroptilum sp or Neocloeon sp,BAETIDAE,BAETIDAE,,
Anafroptilum victoriae,ANAFROPTILUM,ANAFROPTILUM,,KEY?
Anagapetus,ANAGAPETUS,ANAGAPETUS,,
ANAX,ANAX,ANAX,,
Anax junious,ANAX JUNIUS,ANAX JUNIUS,,
Anax junius,ANAX JUNIUS,ANAX JUNIUS,,
ANAX LONGIPES,ANAX LONGIPES,ANAX LONGIPES,,
Anax sp,ANAX,ANAX,,
Anax sp.,ANAX,ANAX,,
ANCHYTARSUS,ANCHYTARSUS BICOLOR,ANCHYTARSUS BICOLOR,NEARCTIC,
Anchytarsus bicolor,ANCHYTARSUS BICOLOR,ANCHYTARSUS BICOLOR,,
Anchytarsus sp.,ANCHYTARSUS BICOLOR,ANCHYTARSUS BICOLOR,,
ANCYLIDAE,ANCYLINAE,ANCYLINAE,,IN PLANORBIDAE NOW USE SUBFAMILY
Ancylidae (limpets),ANCYLINAE,ANCYLINAE,,IN PLANORBIDAE NOW USE SUBFAMILY
Ancylidae sp.,ANCYLINAE,ANCYLINAE,,IN PLANORBIDAE NOW USE SUBFAMILY
ANCYLINAE,ANCYLINAE,ANCYLINAE,,IN PLANORBIDAE NOW USE SUBFAMILY
ANCYRONYX,ANCYRONYX VARIEGATUS,ANCYRONYX VARIEGATUS,NEARCTIC,
Ancyronyx variegata,ANCYRONYX VARIEGATUS,ANCYRONYX VARIEGATUS,NEARCTIC,
Ancyronyx variegatus,ANCYRONYX VARIEGATUS,ANCYRONYX VARIEGATUS,NEARCTIC,
ANEPEORUS SIMPLEX,SPINADIS SIMPLEX,SPINADIS SIMPLEX,NEARCTIC,
Angarotipula,ANGAROTIPULA,ANGAROTIPULA,,
Angarotipula illustris,ANGAROTIPULA ILLUSTRIS,ANGAROTIPULA,,
Anisitsiellidae,ANISITSIELLIDAE,ANISITSIELLIDAE,,
ANISOCENTROPUS,ANISOCENTROPUS PYRALOIDES,ANISOCENTROPUS PYRALOIDES,NEARCTIC,
Anisocentropus pyraloides,ANISOCENTROPUS PYRALOIDES,ANISOCENTROPUS PYRALOIDES,NEARCTIC,
Anisoptera,DNI,ANISOPTERA,,
Anisoptera (dragonflies),DNI,ANISOPTERA,,
Anisoptera sp.,DNI,ANISOPTERA,,
Anisosticta bitiangulatis (Say),DNI,DNI,,TERRESTRIAL
Anisosticta bitrangularis,DNI,DNI,,TERRESTRIAL
Anisosticta bitrianglularis,DNI,DNI,,TERRESTRIAL
Anisosticta bitriangularis,DNI,DNI,,TERRESTRIAL
Annelida,DNI,ANNELIDA,,
ANNELIDA (segmented worms),DNI,ANNELIDA,,
Annulipalpia,DNI,ANNULIPALPIA,,
ANODONTA,DNI,ANODONTA,,MUSSEL
Anodonta cataracta,DNI,ANODONTA CATARACTA,,MUSSEL
ANODONTA CATARACTA MARGINATA,DNI,ANODONTA CATARACTA MARGINATA,,MUSSEL
ANODONTA GRANDIS,DNI,ANODONTA GRANDIS,,MUSSEL
ANODONTA GRANDIS CORPULENTA,DNI,ANODONTA GRANDIS CORPULENTA,,MUSSEL
Anodonta imbecillis,DNI,ANODONTA IMBECILLIS,,MUSSEL
ANODONTA SUBORBICULATA,DNI,ANODONTA SUBORBICULATA,,MUSSEL
Anodontinae,DNI,ANODONTINAE,,MUSSEL
ANODONTOIDES,DNI,ANODONTOIDES,,MUSSEL
Anodontoides ferussacianus,DNI,ANODONTOIDES FERUSSACIANUS,,MUSSEL
ANOPHELES,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
ANOPHELES BARBERI,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
ANOPHELES EARLEI,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
Anopheles punctipennis,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
Anopheles punctipennis (Say),ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
Anopheles quadrimaculatus,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
Anopheles quadrimaculatus Say,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
Anopheles sp,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
Anopheles sp.,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
ANOPHELES WALKERI,ANOPHELES,ANOPHELES,,GENUS  SHOULD BE TARGET
ANOPLODONTA,STRATIOMYIDAE,STRATIOMYIDAE,,LARVAE NOT KEYED
ANOPLODONTA NIGRIROSTRIS,STRATIOMYIDAE,STRATIOMYIDAE,,LARVAE NOT KEYED
ANOSTRACA,DNI,ANOSTRACA,,
aNoteridae (adults),NOTERIDAE,NOTERIDAE,,
ANTHICIDAE,DNI,DNI,,TERRESTRIAL
ANTHOATHECATAE,DNI,HYDRA,,
Anthomyiidae,DNI,DNI,,
ANTHOPOTAMUS,ANTHOPOTAMUS,ANTHOPOTAMUS,,
Anthopotamus distinctus,ANTHOPOTAMUS DISTINCTUS,ANTHOPOTAMUS DISTINCTUS,,
Anthopotamus myops,ANTHOPOTAMUS MYOPS,ANTHOPOTAMUS MYOPS,,
Anthopotamus neglectus,ANTHOPOTAMUS NEGLECTUS,ANTHOPOTAMUS NEGLECTUS,,
Anthopotamus sp,ANTHOPOTAMUS,ANTHOPOTAMUS,,
ANTHOPOTAMUS VERTICIS,ANTHOPOTAMUS VERTICIS,ANTHOPOTAMUS VERTICIS,,
Anthroplea bipunctata (McDunnough),ARTHROPLEA BIPUNCTATA,ARTHROPLEA BIPUNCTATA,NEARCTIC,
ANTICHAETA,SCIOMYZIDAE,SCIOMYZIDAE,,
ANTICHAETA CANADENSIS,SCIOMYZIDAE,SCIOMYZIDAE,,
ANTICHAETA MELANOSOMA,SCIOMYZIDAE,SCIOMYZIDAE,,
Antillocladius,DNI,ANTILLOCLADIUS,,"THIS IS LARGELY A NEOTROPICAL GENUS, DOUBTFUL id ( usa ga AND sc)"
Antillocladius sp,DNI,ANTILLOCLADIUS,,"THIS IS LARGELY A NEOTROPICAL GENUS, DOUBTFUL id ( usa ga AND sc)"
Antillocladius sp.,DNI,ANTILLOCLADIUS,,"THIS IS LARGELY A NEOTROPICAL GENUS, DOUBTFUL id ( usa ga AND sc)"
Antissa sp,STRATIOMYIDAE,STRATIOMYIDAE,,LARVAE KNOWN?
ANTOCHA,ANTOCHA,ANTOCHA,,larvae unknown
ANTOCHA OBTUSA,ANTOCHA OBTUSA,ANTOCHA,,larvae unknown
ANTOCHA OPALIZANS,ANTOCHA OPALIZANS,ANTOCHA,,larvae unknown
ANTOCHA SAXICOLA,ANTOCHA SAXICOLA,ANTOCHA,,larvae unknown
Antocha sp,ANTOCHA,ANTOCHA,,larvae unknown
Antocha sp.,ANTOCHA,ANTOCHA,,larvae unknown
APATANIA,APATANIA,APATANIA,,
Apatania incerta,APATANIA INCERTA,APATANIA,,
Apatania sp.,APATANIA,APATANIA,,
Apataniidae,APATANIIDAE,APATANIIDAE,,
Apedilum,APEDILUM,APEDILUM,,genus more reliable
APEDILUM ELACHISTUM,APEDILUM ELACHISTUM,APEDILUM,,genus more reliable
Apedilum sp,APEDILUM,APEDILUM,,genus more reliable
APEDILUM SUBCINCTUM,APEDILUM SUBCINCTUM,APEDILUM,,genus more reliable
Aphidae,DNI,DNI,,terrestrial
Aphididae,DNI,DNI,,terrestrial
APHROPHORIDAE,DNI,DNI,,a leaf hopper
Aphylla,APHYLLA,APHYLLA,,
Aphylla williamsoni,APHYLLA WILLIAMSONI,APHYLLA WILLIAMSONI,,
Aplexa,APLEXA ELONGATA,APLEXA ELONGATA,NEARCTIC,
Aplexa elongata,APLEXA ELONGATA,APLEXA ELONGATA,NEARCTIC,
Aplexa hypnorum,APLEXA ELONGATA,APLEXA ELONGATA,NEARCTIC,
Aplexa sp.,APLEXA ELONGATA,APLEXA ELONGATA,NEARCTIC,
APOBAETIS,APOBAETIS,APOBAETIS,,
APOCOROPHIUM,APOCOROPHIUM LACUSTRE,APOCOROPHIUM LACUSTRE,NEARCTIC,INTRODUCED IN UPPER MISS SYSTEM
APOCOROPHIUM LACUSTRE,APOCOROPHIUM LACUSTRE,APOCOROPHIUM LACUSTRE,NEARCTIC,INTRODUCED IN UPPER MISS SYSTEM
APSECTROTANYPUS,APSECTROTANYPUS,APSECTROTANYPUS,,genus more reliable
Apsectrotanypus johnsoni,APSECTROTANYPUS,APSECTROTANYPUS,,genus more reliable
Apsectrotanypus trifascipennis,APSECTROTANYPUS,APSECTROTANYPUS,,genus more reliable
aPsephenidae (adults),PSEPHENIDAE,PSEPHENIDAE,,
aPtilodactylidae (adults),ANCHYTARSUS BICOLOR,ANCHYTARSUS BICOLOR,,
AQUARIUS,AQUARIUS,AQUARIUS,,
Aquarius conformis,AQUARIUS CONFORMIS,AQUARIUS,,
Aquarius nebularis,AQUARIUS NEBULARIS,AQUARIUS,,
AQUARIUS REMIGIS,AQUARIUS REMIGIS,AQUARIUS,,
Aquarius/Gerris,GERRIDAE,GERRIDAE,,
Aquatic mites,DNI,ACARI,,
aquatic/terrestrial ?,DNI,DNI,,
Aquirius remigis,AQUARIUS REMIGIS,AQUARIUS,,
ARACHNIDA,DNI,ARACHNIDA,,
Arachnida; Acari,DNI,ACARI,,
Arachnoidea,DNI,ARACHNIDA,,
Aranea/ Lycosidae,DNI,DNI,,spider
Araneae,DNI,DNI,,spider
Araneae unidentified,DNI,DNI,,spider
Archanara,DNI,DNI,,
ARCHILESTES,ARCHILESTES GRANDIS,ARCHILESTES GRANDIS,REGIONALLY,
Archilestes grandis,ARCHILESTES GRANDIS,ARCHILESTES GRANDIS,REGIONALLY,
Archips,DNI,LEPIDOPTERA,,
Archisotoma,DNI,COLLEMBOLA,,
ARCHITAENIOGLOSSA,DNI,ARCHITAENIOGLOSSA,,
ARCIDENS,ARCIDENS,ARCIDENS,,
ARCIDENS CONFRAGOSUS,ARCIDENS CONFRAGOSUS,ARCIDENS CONFRAGOSUS,,
ARCTEONAIS,ARCTEONAIS,ARCTEONAIS,,
Arcteonais lomondi,ARCTEONAIS LOMONDI,ARCTEONAIS,,
Arctiidae,ARCTIIDAE,ARCTIIDAE,,
ARCTOPELOPIA,ARCTOPELOPIA,ARCTOPELOPIA,,
ARCTOPORA,ARCTOPORA PULCHELLA,ARCTOPORA PULCHELLA,REGIONALLY,
ARCTOPORA PULCHELLA,ARCTOPORA PULCHELLA,ARCTOPORA PULCHELLA,REGIONALLY,
Arctopsyche,ARCTOPSYCHE,ARCTOPSYCHE,,
Arctopsyche irrorata,ARCTOPSYCHE IRRORATA,ARCTOPSYCHE IRRORATA,,
Arctopsyche ladogensis,ARCTOPSYCHE LADOGENSIS,ARCTOPSYCHE LADOGENSIS,,
Arctopsyche/Parapsyche,ARCTOPSYCHINAE,ARCTOPSYCHINAE,,
ARCTOPSYCHINAE,ARCTOPSYCHINAE,ARCTOPSYCHINAE,,
Arcynopteryx,ARCYNOPTERYX,ARCYNOPTERYX,,
ARCYNOPTERYX COMPACTA,SKWALA,SKWALA,,
ARGIA,ARGIA,ARGIA,,apicalis and tibialis are most common and do-able
Argia apicalis,ARGIA APICALIS,ARGIA APICALIS,,apicalis and tibialis are most common and do-able
Argia apicalis-tibialis,ARGIA,ARGIA,,apicalis and tibialis are most common and do-able
Argia bipunctulata,ARGIA BIPUNCTULATA,ARGIA BIPUNCTULATA,,apicalis and tibialis are most common and do-able
Argia fumipennis,ARGIA FUMIPENNIS,ARGIA FUMIPENNIS,,apicalis and tibialis are most common and do-able
Argia fumipennis violacea,ARGIA,ARGIA,,apicalis and tibialis are most common and do-able
ARGIA FUNEBRIS,ARGIA FUNEBRIS,ARGIA FUNEBRIS,,apicalis and tibialis are most common and do-able
Argia moesta,ARGIA MOESTA,ARGIA MOESTA,,apicalis and tibialis are most common and do-able
ARGIA PALLENS,ARGIA PALLENS,ARGIA PALLENS,,apicalis and tibialis are most common and do-able
ARGIA PLANA,ARGIA FUNEBRIS,ARGIA FUNEBRIS,,apicalis and tibialis are most common and do-able
Argia sedula,ARGIA SEDULA,ARGIA SEDULA,,apicalis and tibialis are most common and do-able
Argia sp,ARGIA,ARGIA,,apicalis and tibialis are most common and do-able
Argia sp.,ARGIA,ARGIA,,apicalis and tibialis are most common and do-able
Argia tibialis,ARGIA TIBIALIS,ARGIA TIBIALIS,,apicalis and tibialis are most common and do-able
Argia translata,ARGIA TRANSLATA,ARGIA TRANSLATA,,apicalis and tibialis are most common and do-able
Argia violacea,ARGIA PALLENS,ARGIA PALLENS,,
ARGULIDAE,DNI,DNI,,FISHLICE
ARGULOIDA,DNI,DNI,,FISHLICE
ARGULUS,DNI,DNI,,FISHLICE
Argyra,DOLICHOPODIDAE,DOLICHOPODIDAE,,
Arhynchobdellida,DNI,ARHYNCHOBDELLIDA,,
Arigomphis sp.,ARIGOMPHUS,ARIGOMPHUS,,
ARIGOMPHUS,ARIGOMPHUS,ARIGOMPHUS,,
Arigomphus cornutus,ARIGOMPHUS CORNUTUS,ARIGOMPHUS CORNUTUS,,
Arigomphus cornutus (Tough),ARIGOMPHUS CORNUTUS,ARIGOMPHUS CORNUTUS,,
Arigomphus furcifer,ARIGOMPHUS FURCIFER,ARIGOMPHUS FURCIFER,,
ARIGOMPHUS PALLIDUS,ARIGOMPHUS PALLIDUS,ARIGOMPHUS PALLIDUS,,more southern in dist. Dubious ID
Arigomphus sp,ARIGOMPHUS,ARIGOMPHUS,,
Arigomphus sp.,ARIGOMPHUS,ARIGOMPHUS,,
ARIGOMPHUS SUBMEDIANUS,ARIGOMPHUS SUBMEDIANUS,ARIGOMPHUS SUBMEDIANUS,,
Arigomphus villosipes,ARIGOMPHUS VILLOSIPES,ARIGOMPHUS VILLOSIPES,,
ARMIGER,GYRAULUS CRISTA,GYRAULUS CRISTA,,"as Gyraulus the species is not monotypic, as Armiger it is… confused yet?"
Armiger crista,GYRAULUS CRISTA,GYRAULUS CRISTA,,
Armiger sp.,GYRAULUS CRISTA,GYRAULUS CRISTA,,
ARRENURIDAE,ARRENURIDAE,ARRENURIDAE,,
ARRENURUS,ARRENURUS,ARRENURUS,,
Arrenurus problecornis,ARRENURUS,ARRENURUS,,species possible but out of expectations
Arrenurus sp.,ARRENURUS,ARRENURUS,,
Arthroplea,ARTHROPLEA BIPUNCTATA,ARTHROPLEA BIPUNCTATA,NEARCTIC,
Arthroplea bipunctata,ARTHROPLEA BIPUNCTATA,ARTHROPLEA BIPUNCTATA,NEARCTIC,
ARTHROPLEIDAE,ARTHROPLEA BIPUNCTATA,ARTHROPLEA BIPUNCTATA,NEARCTIC,
Arthropoda,DNI,ARTHROPODA,,
aScirtidae (adults),SCIRTIDAE,SCIRTIDAE,,
ASELLIDAE,ASELLIDAE,ASELLIDAE,,
Asellus,CAECIDOTEA,CAECIDOTEA,,TOUGH CALL- many Caecidotea were orig. in Asellus Asellus(Asellus) rare in benthic datasets
Asellus aquaticus,ASELLUS AQUATICUS,ASELLUS AQUATICUS,,"TOUGH CALL- maybe these were treated as 'monotypic' cannot currently be keyed, but a valid taxon?"
Asellus communis,ASELLUS COMMUNIS,CAECIDOTEA,,
Asellus racovitzai racovitzai,ASELLUS RACOVITZAI,CAECIDOTEA,,
Asellus sp.,CAECIDOTEA,CAECIDOTEA,,TOUGH CALL- many Caecidotea were orig. in Asellus Asellus(Asellus) rare in benthic datasets
Aselus sp.,CAECIDOTEA,CAECIDOTEA,,TOUGH CALL- many Caecidotea were orig. in Asellus Asellus(Asellus) rare in benthic datasets
ASHEUM,POLYPEDILUM BECKAE,POLYPEDILUM,,ACE 2013 discusses placement back and forth into Polypedilum following  ACE; also out of range for beckae
ASHEUM BECKAE,POLYPEDILUM BECKAE,POLYPEDILUM,,ACE 2013 discusses placement back and forth into Polypedilum following  ACE; also out of range for beckae
Asioplax,ASIOPLAX,ASIOPLAX,LIKELY DOLANI,
Asioplax dolani,ASIOPLAX DOLANI,ASIOPLAX DOLANI,,
Astacidae,PACIFASTACUS,PACIFASTACUS,,
Astacidea,ASTACIDEA,ASTACIDEA,,
Asynarchus,ASYNARCHUS,ASYNARCHUS,,SP. KNOWN AS LARVAE? 13 spp.
ASYNARCHUS LAPPONICUS,ASYNARCHUS LAPPONICUS,ASYNARCHUS,,SP. KNOWN AS LARVAE? 13 spp.
ASYNARCHUS MONTANUS,ASYNARCHUS MONTANUS,ASYNARCHUS,,SP. KNOWN AS LARVAE? 13 spp.
ASYNARCHUS MUTATUS,ASYNARCHUS MUTATUS,ASYNARCHUS,,SP. KNOWN AS LARVAE? 13 spp.
ASYNARCHUS ROSSI,ASYNARCHUS ROSSI,ASYNARCHUS,,SP. KNOWN AS LARVAE? 13 spp.
Asynarchus sp.,ASYNARCHUS,ASYNARCHUS,,SP. KNOWN AS LARVAE? 13 spp.
Athericidae,ATHERIX,ATHERIX,,
Athericidae sp.,ATHERIX,ATHERIX,,
ATHERIX,ATHERIX,ATHERIX,,
Atherix lantha,ATHERIX,ATHERIX,,SP. BASED ON GEOGRAPHY NOT TAXONOMY
Atherix sp.,ATHERIX,ATHERIX,,
Atherix variegata,ATHERIX,ATHERIX,,
Atherix variegata (Walker),ATHERIX,ATHERIX,,
Atherix. Sp.,ATHERIX,ATHERIX,,
Athripsodes,LEPTOCERIDAE,LEPTOCERIDAE,,
Atractelmis,ELMIDAE,ELMIDAE,,DOUBTFUL ID WESTERN DIST
ATRACTIDES,ATRACTIDES,ATRACTIDES,,
Atractides sp.,ATRACTIDES,ATRACTIDES,,
ATRICHOMELINA,SCIOMYZIDAE,SCIOMYZIDAE,,
ATRICHOMELINA PUBERA,SCIOMYZIDAE,SCIOMYZIDAE,,
ATRICHOPOGON,ATRICHOPOGON,ATRICHOPOGON,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
Atrichopogon fusculus,ATRICHOPOGON,ATRICHOPOGON,,LARVAE NOT KNOWN
ATRICHOPOGON FUSINERVIS,ATRICHOPOGON,ATRICHOPOGON,,LARVAE NOT KNOWN
Atrichopogon levis,ATRICHOPOGON,ATRICHOPOGON,,LARVAE NOT KNOWN
ATRICHOPOGON MINUTUS,ATRICHOPOGON,ATRICHOPOGON,,LARVAE NOT KNOWN
Atrichopogon peregrinus,ATRICHOPOGON,ATRICHOPOGON,,LARVAE NOT KNOWN
Atrichopogon sp,ATRICHOPOGON,ATRICHOPOGON,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
Atrichopogon sp.,ATRICHOPOGON,ATRICHOPOGON,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
Atrichopogon websteri,ATRICHOPOGON,ATRICHOPOGON,,LARVAE NOT KNOWN
ATTANEURIA,ATTANEURIA RURALIS,ATTANEURIA RURALIS,NEARCTIC,
Attaneuria ruralis,ATTANEURIA RURALIS,ATTANEURIA RURALIS,NEARCTIC,
ATTENELLA,ATTENELLA,ATTENELLA,,
Attenella attenuata,ATTENELLA ATTENUATA,ATTENELLA ATTENUATA,,
Attenella margarita,ATTENELLA MARGARITA,ATTENELLA MARGARITA,,
Attenella sp.,ATTENELLA,ATTENELLA,,
ATURIDAE,ATURIDAE,ATURIDAE,,can be a difficult family
ATURUS,ATURUS,ATURUS,,
