TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TolVal,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
HYDROPSYCHE BIDENS/ORRIS,Species,FALSE,4,4_middle,CF,Tward; NRSA,CN,Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,5,,,,,,,,,,4
HYDROPSYCHE ORRIS,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,5,3,3,2,1,3,3,1,3,2.5,4
HYDROPSYCHE SCALARIS,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,5,3,3,1,1,2,3,1,3,2.166666667,4
HYDROPSYCHE SIMULANS,Species,FALSE,4,4_worse,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,6,3,3,2,1,3,3,1,3,2.5,4
HYDROPSYCHE VALANIS,Species,FALSE,4,4_middle,CF,OK; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,5,2,3,1,1,3,3,1,3,2.166666667,4
HYDROPSYCHIDAE,Family,FALSE,4,4_middle,CF,IA; NE; MODNR; OK; MN; ;,CN,NE; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,,5,3,3,2,2,3,3,2,3,2.666666667,
HYDROPTILA,Genus,FALSE,4,4_middle,"SC,PH",NE; MODNR; OK; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA,5,3,2,3,1,3,3,1,3,2.5,4
HYDROPTILIDAE,Family,FALSE,4,4_middle,"SC,PH",NE; MODNR; OK; NRSA; Tward,CB,IA; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,,5,3,2,2,1,2,3,1,3,2.166666667,
HYDROVATUS,Genus,FALSE,,NA,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; OK; MN; Tward; NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROVATUS,NA,2,5,1,4,3,2,1,5,2.833333333,99
HYDROVATUS PUSTULATUS,Species,FALSE,,NA,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROVATUS,NA,2,5,1,4,3,2,1,5,2.833333333,99
HYGROTUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYGROTUS,6,1,5,3,4,3,1,1,5,2.833333333,99
HYGROTUS ACAROIDES,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,SW,MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYGROTUS,6,2,5,4,4,3,1,1,5,3.166666667,99
ILYBIUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ILYBIUS,5,,,,,,,,,,99
ILYBIUS OBLITUS,Species,FALSE,4,4_middle,PR,MN; Tward; NRSA,SW,MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ILYBIUS,5,,,,,,,,,,99
IRONOQUIA,Genus,FALSE,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN,SP",NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,IRONOQUIA,5,2,3,2,2,3,2,2,3,2.333333333,4
IRONOQUIA PUNCTATISSIMA,Species,FALSE,4,4_middle,SH,NE; Tward; NRSA,"CB,CN,SP",NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,IRONOQUIA,5,2,3,2,2,3,2,2,3,2.333333333,4
ISCHNURA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ISCHNURA,6,3,4,1,3,3,3,1,4,2.833333333,6
ISONYCHIA,Genus,FALSE,4,4_middle,CF,IA; MODNR; OK; MN; Tward; NRSA,"SW,CN",IA; NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,ISONYCHIIDAE,,,ISONYCHIA,5,2,0,2,0,3,2,0,3,1.5,3
ISONYCHIIDAE,Family,FALSE,4,4_middle,CF,IA; MODNR; OK; MN,SW,MN,NA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,ISONYCHIIDAE,,,,5,,,,,,,,,,
ISOPERLA,Genus,FALSE,3,,PR,IA; NE; MODNR; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA,2,1,2,1,1,3,2,1,3,1.666666667,2
ISOPERLA BILINEATA,Species,FALSE,3,,PR,IA; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA,2,1,2,1,1,3,2,1,3,1.666666667,2
ISOPERLA MARLYNIA,Species,FALSE,3,,PR,IA; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA,2,1,2,1,1,3,2,1,3,1.666666667,2
ISOPERLA MOHRI,Species,FALSE,3,,PR,Tward; NRSA,CN,Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA,2,0,2,1,1,2,1,0,2,1.166666667,2
ISOTOMURUS,Genus,TRUE,,NA,CG,NE; OK; MN; NRSA,SK,NE; MN,NA,,FALSE,ARTHROPODA,INSECTA,,COLLEMBOLA,ISOTOMIDAE,,,ISOTOMURUS,NA,,,,,,,,,,99
ITHYTRICHIA,Genus,FALSE,,NA,"SC,PR",NRSA; Tward; MN; OK; MODNR,CN,OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,ITHYTRICHIA,NA,2,2,1,1,2,2,1,2,1.666666667,4
ITHYTRICHIA CLAVATA,Species,FALSE,,NA,"SC,PR",NRSA; Tward; MN; OK; MODNR,CN,Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,ITHYTRICHIA,NA,2,2,1,1,2,2,1,2,1.666666667,4
KIEFFERULUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,KIEFFERULUS,5,4,2,1,2,3,4,1,4,2.666666667,6
KRENOPELOPIA,Genus,FALSE,,NA,PR,MODNR; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,KRENOPELOPIA,NA,,,,,,,,,,6
LABRUNDINIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LABRUNDINIA,5,2,3,3,3,2,3,2,3,2.666666667,6
LACCOBIUS,Genus,FALSE,4,4_worse,PH,IA; MODNR; NRSA; Tward; MN,CN,OK; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,LACCOBIUS,6,2,4,1,3,3,3,1,4,2.666666667,99
LACCODYTES,Genus,FALSE,,NA,PR,OK; Tward,NA,,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCODYTES,NA,3,5,1,4,3,2,1,5,3,99
LACCOPHILUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,3,5,3,4,3,2,2,5,3.333333333,99
LACCOPHILUS FASCIATUS,Species,FALSE,4,4_worse,PR,IA; NE; OK; MN; Tward; NRSA,SW,NE; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,3,5,5,4,3,2,2,5,3.666666667,99
LACCOPHILUS FASCIATUS RUFUS,Species,FALSE,4,4_worse,PR,OK; Tward; NRSA,SW,Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,3,5,5,4,3,2,2,5,3.666666667,99
LACCOPHILUS FASCIATUS TERMINALIS,Species,FALSE,4,4_worse,PR,OK; Tward; NRSA,SW,Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,3,5,5,4,3,2,2,5,3.666666667,99
LACCOPHILUS MACULOSUS,Species,FALSE,4,4_worse,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,,,,,,,,,,
LACCOPHILUS MACULOSUS MACULOSUS,Species,FALSE,4,4_worse,PR,IA; OK; MN; Tward; NRSA,SW,Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,2,5,3,4,3,2,2,5,3.166666667,99
LACCOPHILUS PROXIMUS,Species,FALSE,4,4_worse,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS,6,3,5,3,4,3,2,2,5,3.333333333,99
LAMPYRIDAE,Family,FALSE,,NA,NA,,NA,,NA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,LAMPYRIDAE,,,,NA,,,,,,,,,,
LARSIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LARSIA,5,3,3,3,3,3,3,3,3,3,6
LARSIA/TELOPELOPIA,Genus,FALSE,4,4_middle,PR,Tward; NRSA,SP,Tward; NRSA,"multi,uni",Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LARSIA,5,3,3,2,3,3,3,2,3,2.8333,
LEPTOCERIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR; OK; MN,CB,IA; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,,5,2,3,1,2,2,3,1,3,2.166666667,
LEPTOPHLEBIA,Genus,FALSE,4,4_better,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,LEPTOPHLEBIA,4,2,1,2,1,2,3,1,3,1.833333333,3
LEPTOPHLEBIIDAE,Family,FALSE,4,4_better,CG,IA; NE; MODNR; OK; MN; NRSA,"SW,CN",NE; MODNR; OK,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,,4,2,1,2,1,2,3,1,3,1.833333333,
LESTES,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,,LESTES,5,3,5,1,3,3,3,1,5,3,3
LEUCROCUTA,Genus,FALSE,3,,SC,IA; OK; NRSA; Tward,CN,Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,LEUCROCUTA,,,,,,,,,,,
LEUCROCUTA MACULIPENNIS,Species,FALSE,3,,SC,IA; OK; NRSA; Tward,CN,Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,LEUCROCUTA,3,,,,,,,,,,4
LIBELLULA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA,5,3,3,2,2,3,4,2,4,2.833333333,4
LIBELLULA LUCTUOSA,Species,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA,5,4,3,2,2,3,4,2,4,3,4
LIBELLULA PULCHELLA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA,5,4,3,2,2,3,4,2,4,3,4
LIBELLULA SATURATA,Species,FALSE,4,4_middle,PR,OK; Tward; NRSA,SP,Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA,5,3,3,2,2,3,4,2,4,2.833333333,4
LIBELLULA VIBRANS,Species,FALSE,4,4_middle,PR,MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA,5,2,3,2,2,3,4,2,4,2.666666667,4
LIBELLULIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SP,IA; NE; MODNR; OK; MN; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,,5,3,3,2,2,3,4,2,4,2.833333333,
LIMNEPHILIDAE,Family,FALSE,4,4_middle,SH,NE; MODNR; OK; MN; NRSA,CB,OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,,5,2,3,1,2,3,2,1,3,2.166666667,
LIMNEPHILUS,Genus,FALSE,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"SP,CB",IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,LIMNEPHILUS,5,1,3,1,2,3,2,1,3,2,4
LIMNODRILUS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,"BU,CN",NE; OK; MN; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,LIMNODRILUS,5,,,,,,,,,,10
LIMNODRILUS HOFFMEISTERI,Species,FALSE,4,4_middle,CG,NE; MODNR; OK; NRSA,"BU,CN",NE; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,LIMNODRILUS,5,,,,,,,,,,10
LIMNOPHILA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,LIMNOPHILA,5,2,2,2,2,3,3,2,3,2.333333333,4
LIODESSUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LIODESSUS,5,3,5,1,4,3,2,1,5,3,99
LIODESSUS FLAVICOLLIS,Species,FALSE,,NA,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,"multi,uni",Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LIODESSUS,NA,,,,,,,,,,99
LIRCEUS,Genus,FALSE,3,,CG,MODNR; OK; MN; NRSA,SP,OK; MN; NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,ISOPODA,ASELLIDAE,,,LIRCEUS,2,,,,,,,,,,6
LOPESCLADIUS,Genus,FALSE,4,4_middle,CG,MODNR; OK; MN; Tward; NRSA,"BU,SP",Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,LOPESCLADIUS,5,3,3,1,3,3,4,1,4,2.833333333,6
LUMBRICULIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR; OK; MN,BU,NE; OK; MN,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,,,5,,,,,,,,,,
LUTROCHUS,Genus,FALSE,3,,SH,MODNR; Tward,SP,OK; MN; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,LUTROCHIDAE,,,LUTROCHUS,2,1,3,1,3,2,2,1,3,2,99
LUTROCHUS LATICEPS,Species,FALSE,3,,SH,MODNR; Tward - based on Lutrochus,SP,NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,LUTROCHIDAE,,,LUTROCHUS,2,1,3,1,3,2,2,1,3,2,99
LYMNAEIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA,CB,OK; MN,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,,,5,,,,,,,,,,7
MACCAFFERTIUM,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; Tward,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,5,2,2,2,2,3,4,2,4,2.5,4
MACCAFFERTIUM EXIGUUM,Species,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,5,2,2,2,2,3,3,2,3,2.333333333,4
MACCAFFERTIUM MEDIOPUNCTATUM,Species,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,5,,,,,,,,,,4
MACCAFFERTIUM MEXICANUM,Species,FALSE,4,4_middle,SC,NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,,,,,,,,,,,
MACCAFFERTIUM MEXICANUM INTEGRUM,Species,FALSE,4,4_middle,SC,NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,5,3,2,2,2,3,4,2,4,2.666666667,4
MACCAFFERTIUM PULCHELLUM,Species,FALSE,3,,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,2,2,2,2,2,3,4,2,4,2.5,4
MACCAFFERTIUM TERMINATUM,Species,FALSE,4,4_worse,SC,IA; NE; MODNR; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,6,2,2,2,2,3,4,2,4,2.5,4
MACDUNNOA,Genus,FALSE,,NA,SC,NE; MODNR; MN; Tward,CN,NE; MN; Tward,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACDUNNOA,NA,2,2,2,2,3,3,2,3,2.333333333,4
MACROBDELLA DECORA,Species,FALSE,,NA,PR,NE; MN,SP,NRSA - Hirudinida; others mixed,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,,,MACROBDELLA,NA,,,,,,,,,,9
MACROMIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,MACROMIA,5,3,3,1,2,2,4,1,4,2.5,4
MACROMIA ILLINOIENSIS,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,MACROMIA,5,3,3,2,2,2,4,2,4,2.666666667,4
MACROMIA TAENIOLATA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,MACROMIA,5,2,3,1,2,2,4,1,4,2.333333333,4
MACRONYCHUS,Genus,FALSE,4,4_middle,CG,IA; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,"semi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MACRONYCHUS,5,2,5,1,3,2,2,1,5,2.5,4
MACRONYCHUS GLABRATUS,Species,FALSE,4,4_middle,CG,IA; MODNR; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,"semi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MACRONYCHUS,5,2,5,1,3,2,2,1,5,2.5,4
MAYATRICHIA,Genus,FALSE,4,4_middle,SC,IA; NE; MN; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,MAYATRICHIA,5,1,2,1,1,3,2,1,3,1.666666667,4
MAYATRICHIA AYAMA,Species,FALSE,4,4_middle,SC,IA; NE; MN; Tward,CN,IA; NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,MAYATRICHIA,5,1,2,1,1,3,2,1,3,1.666666667,4
MEGALOPTERA,Order,FALSE,,NA,PR,OK; MN,NA,,NA,,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,,,,,NA,,,,,,,,,,
MENETUS,Genus,FALSE,4,4_middle,SC,IA; MODNR; OK; MN; NRSA,CB,OK; MN; NRSA,NA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,MENETUS,5,,,,,,,,,,6
MERRAGATA,Genus,FALSE,,NA,PR,NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HEBRIDAE,,,MERRAGATA,NA,4,4,3,3,4,4,3,4,3.666666667,99
MESOVELIA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"SK,CB",NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,MESOVELIIDAE,,,MESOVELIA,6,3,5,4,5,3,4,3,5,4,99
MESOVELIA CRYPTOPHILA,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,SK,MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,MESOVELIIDAE,,,MESOVELIA,6,2,5,3,5,3,4,2,5,3.666666667,99
MESOVELIA MULSANTI,Species,FALSE,4,4_worse,PR,IA; MN; Tward; NRSA,SK,NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,MESOVELIIDAE,,,MESOVELIA,6,4,5,4,5,3,4,3,5,4.166666667,99
METACOPINA,Genus,TRUE,,NA,NA,,NA,,NA,,FALSE,ARTHROPODA,OSTRACODA,,METACOPINA,,,,METACOPINA,NA,,,,,,,,,,
METROBATES,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; MN; Tward; NRSA,SK,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,METROBATES,5,3,4,2,3,3,4,2,4,3.166666667,99
MICRACANTHIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; Tward,CB,NE; Tward,NA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,MICRACANTHIA,5,4,5,4,5,4,4,4,5,4.333333333,99
MICROCYLLOEPUS,Genus,FALSE,3,,CG,NE; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MICROCYLLOEPUS,2,1,3,1,2,2,2,1,3,1.833333333,4
